# Posizione angolare. Can 1 e 2. Filo C
# Tempo ( s )	Posizione angolare ( gr )
71.5000	-79.0
71.5500	-79.0
71.6000	-80.0
71.6500	-80.0
71.7000	-80.0
71.7500	-80.0
71.8000	-80.0
71.8500	-80.0
71.9000	-79.0
71.9500	-79.0
72.0000	-79.0
72.0500	-78.0
72.1000	-78.0
72.1500	-78.0
72.2000	-77.0
72.2500	-76.0
72.3000	-76.0
72.3500	-75.0
72.4000	-75.0
72.4500	-74.0
72.5000	-73.0
72.5500	-72.0
72.6000	-72.0
72.6500	-71.0
72.7000	-70.0
72.7500	-70.0
72.8000	-69.0
72.8500	-68.0
72.9000	-67.0
72.9500	-67.0
73.0000	-66.0
73.0500	-65.0
73.1000	-65.0
73.1500	-64.0
73.2000	-64.0
73.2500	-63.0
73.3000	-63.0
73.3500	-63.0
73.4000	-62.0
73.4500	-62.0
73.5000	-62.0
73.5500	-62.0
73.6000	-62.0
73.6500	-62.0
73.7000	-62.0
73.7500	-62.0
73.8000	-62.0
73.8500	-62.0
73.9000	-63.0
73.9500	-63.0
74.0000	-63.0
74.0500	-64.0
74.1000	-64.0
74.1500	-65.0
74.2000	-65.0
74.2500	-66.0
74.3000	-67.0
74.3500	-67.0
74.4000	-68.0
74.4500	-69.0
74.5000	-69.0
74.5500	-70.0
74.6000	-71.0
74.6500	-71.0
74.7000	-72.0
74.7500	-72.0
74.8000	-73.0
74.8500	-74.0
74.9000	-74.0
74.9500	-75.0
75.0000	-75.0
75.0500	-76.0
75.1000	-76.0
75.1500	-77.0
75.2000	-77.0
75.2500	-77.0
75.3000	-77.0
75.3500	-78.0
75.4000	-78.0
75.4500	-78.0
75.5000	-78.0
75.5500	-78.0
75.6000	-78.0
75.6500	-78.0
75.7000	-78.0
75.7500	-77.0
75.8000	-77.0
75.8500	-77.0
75.9000	-76.0
75.9500	-76.0
76.0000	-76.0
76.0500	-75.0
76.1000	-75.0
76.1500	-74.0
76.2000	-74.0
76.2500	-73.0
76.3000	-73.0
76.3500	-72.0
76.4000	-71.0
76.4500	-71.0
76.5000	-70.0
76.5500	-70.0
76.6000	-69.0
76.6500	-69.0
76.7000	-68.0
76.7500	-68.0
76.8000	-67.0
76.8500	-67.0
76.9000	-66.0
76.9500	-66.0
77.0000	-65.0
77.0500	-65.0
77.1000	-65.0
77.1500	-64.0
77.2000	-64.0
77.2500	-64.0
77.3000	-64.0
77.3500	-64.0
77.4000	-64.0
77.4500	-64.0
77.5000	-64.0
77.5500	-64.0
77.6000	-64.0
77.6500	-64.0
77.7000	-65.0
77.7500	-65.0
77.8000	-65.0
77.8500	-66.0
77.9000	-66.0
77.9500	-66.0
78.0000	-67.0
78.0500	-67.0
78.1000	-68.0
78.1500	-68.0
78.2000	-69.0
78.2500	-69.0
78.3000	-70.0
78.3500	-70.0
78.4000	-71.0
78.4500	-71.0
78.5000	-72.0
78.5500	-72.0
78.6000	-73.0
78.6500	-73.0
78.7000	-74.0
78.7500	-74.0
78.8000	-74.0
78.8500	-75.0
78.9000	-75.0
78.9500	-75.0
79.0000	-75.0
79.0500	-76.0
79.1000	-76.0
79.1500	-76.0
79.2000	-76.0
79.2500	-76.0
79.3000	-76.0
79.3500	-76.0
79.4000	-76.0
79.4500	-76.0
79.5000	-76.0
79.5500	-75.0
79.6000	-75.0
79.6500	-75.0
79.7000	-75.0
79.7500	-74.0
79.8000	-74.0
79.8500	-74.0
79.9000	-73.0
79.9500	-73.0
80.0000	-72.0
80.0500	-72.0
80.1000	-72.0
80.1500	-71.0
80.2000	-71.0
80.2500	-70.0
80.3000	-70.0
80.3500	-69.0
80.4000	-69.0
80.4500	-69.0
80.5000	-68.0
80.5500	-68.0
80.6000	-68.0
80.6500	-67.0
80.7000	-67.0
80.7500	-67.0
80.8000	-66.0
80.8500	-66.0
80.9000	-66.0
80.9500	-66.0
81.0000	-66.0
81.0500	-66.0
81.1000	-66.0
81.1500	-66.0
81.2000	-66.0
81.2500	-66.0
81.3000	-66.0
81.3500	-66.0
81.4000	-66.0
81.4500	-66.0
81.5000	-66.0
81.5500	-67.0
81.6000	-67.0
81.6500	-67.0
81.7000	-68.0
81.7500	-68.0
81.8000	-68.0
81.8500	-68.0
81.9000	-69.0
81.9500	-69.0
82.0000	-70.0
82.0500	-70.0
82.1000	-70.0
82.1500	-71.0
82.2000	-71.0
82.2500	-71.0
82.3000	-72.0
82.3500	-72.0
82.4000	-72.0
82.4500	-72.0
82.5000	-73.0
82.5500	-73.0
82.6000	-73.0
82.6500	-73.0
82.7000	-74.0
82.7500	-74.0
82.8000	-74.0
82.8500	-74.0
82.9000	-74.0
82.9500	-74.0
83.0000	-74.0
83.0500	-74.0
83.1000	-74.0
83.1500	-74.0
83.2000	-74.0
83.2500	-74.0
83.3000	-74.0
83.3500	-74.0
83.4000	-74.0
83.4500	-73.0
83.5000	-73.0
83.5500	-73.0
83.6000	-73.0
83.6500	-73.0
83.7000	-72.0
83.7500	-72.0
83.8000	-72.0
83.8500	-72.0
83.9000	-71.0
83.9500	-71.0
84.0000	-71.0
84.0500	-70.0
84.1000	-70.0
84.1500	-70.0
84.2000	-70.0
84.2500	-69.0
84.3000	-69.0
84.3500	-69.0
84.4000	-69.0
84.4500	-68.0
84.5000	-68.0
84.5500	-68.0
84.6000	-68.0
84.6500	-68.0
84.7000	-68.0
84.7500	-68.0
84.8000	-68.0
84.8500	-67.0
84.9000	-67.0
84.9500	-67.0
85.0000	-67.0
85.0500	-67.0
85.1000	-67.0
85.1500	-67.0
85.2000	-68.0
85.2500	-68.0
85.3000	-68.0
85.3500	-68.0
85.4000	-68.0
85.4500	-68.0
85.5000	-68.0
85.5500	-69.0
85.6000	-69.0
85.6500	-69.0
85.7000	-69.0
85.7500	-69.0
85.8000	-70.0
85.8500	-70.0
85.9000	-70.0
85.9500	-70.0
86.0000	-70.0
86.0500	-71.0
86.1000	-71.0
86.1500	-71.0
86.2000	-71.0
86.2500	-71.0
86.3000	-71.0
86.3500	-72.0
86.4000	-72.0
86.4500	-72.0
86.5000	-72.0
86.5500	-72.0
86.6000	-72.0
86.6500	-72.0
86.7000	-72.0
86.7500	-72.0
86.8000	-72.0
86.8500	-72.0
86.9000	-72.0
86.9500	-72.0
87.0000	-72.0
87.0500	-72.0
87.1000	-72.0
87.1500	-72.0
87.2000	-72.0
87.2500	-72.0
87.3000	-71.0
87.3500	-71.0
87.4000	-71.0
87.4500	-71.0
87.5000	-71.0
87.5500	-71.0
87.6000	-71.0
87.6500	-71.0
87.7000	-70.0
87.7500	-70.0
87.8000	-70.0
87.8500	-70.0
87.9000	-70.0
87.9500	-70.0
88.0000	-70.0
88.0500	-70.0
88.1000	-69.0
88.1500	-69.0
88.2000	-69.0
88.2500	-69.0
88.3000	-69.0
88.3500	-69.0
88.4000	-69.0
88.4500	-69.0
88.5000	-69.0
88.5500	-69.0
88.6000	-69.0
88.6500	-69.0
88.7000	-69.0
88.7500	-69.0
88.8000	-69.0
88.8500	-69.0
88.9000	-69.0
88.9500	-69.0
89.0000	-69.0
89.0500	-69.0
89.1000	-69.0
89.1500	-70.0
89.2000	-70.0
89.2500	-70.0
89.3000	-70.0
89.3500	-70.0
89.4000	-70.0
89.4500	-70.0
89.5000	-70.0
89.5500	-70.0
89.6000	-70.0
89.6500	-70.0
89.7000	-70.0
89.7500	-70.0
89.8000	-70.0
89.8500	-70.0
89.9000	-70.0
89.9500	-70.0
90.0000	-70.0
90.0500	-70.0
90.1000	-70.0
90.1500	-70.0
90.2000	-70.0
90.2500	-70.0
90.3000	-70.0
90.3500	-70.0
90.4000	-70.0
90.4500	-70.0
90.5000	-70.0
90.5500	-70.0
90.6000	-70.0
90.6500	-70.0
90.7000	-70.0
90.7500	-70.0
90.8000	-70.0
90.8500	-70.0
90.9000	-70.0
90.9500	-70.0
91.0000	-70.0
91.0500	-70.0
91.1000	-70.0
91.1500	-70.0
91.2000	-70.0
91.2500	-70.0
91.3000	-70.0
91.3500	-70.0
91.4000	-70.0
91.4500	-70.0
91.5000	-70.0
91.5500	-70.0
91.6000	-70.0
91.6500	-70.0
91.7000	-70.0
91.7500	-70.0
91.8000	-70.0
91.8500	-70.0
91.9000	-70.0
91.9500	-70.0
92.0000	-70.0
92.0500	-70.0
92.1000	-70.0
92.1500	-70.0
92.2000	-70.0
92.2500	-70.0
92.3000	-70.0
92.3500	-70.0
92.4000	-70.0
92.4500	-70.0
92.5000	-70.0
92.5500	-70.0
92.6000	-70.0
92.6500	-70.0
92.7000	-70.0
92.7500	-70.0
92.8000	-70.0
92.8500	-70.0
92.9000	-70.0
92.9500	-70.0
93.0000	-70.0
93.0500	-70.0
93.1000	-70.0
93.1500	-70.0
93.2000	-70.0
93.2500	-70.0
93.3000	-70.0
93.3500	-70.0
93.4000	-70.0
93.4500	-70.0
93.5000	-70.0
93.5500	-70.0
93.6000	-70.0
93.6500	-70.0
93.7000	-70.0
93.7500	-70.0
93.8000	-70.0
93.8500	-70.0
93.9000	-70.0
93.9500	-70.0
94.0000	-70.0
94.0500	-70.0
94.1000	-70.0
94.1500	-70.0
94.2000	-70.0
94.2500	-70.0
94.3000	-70.0
94.3500	-70.0
94.4000	-70.0
94.4500	-70.0
94.5000	-70.0
94.5500	-70.0
94.6000	-70.0
94.6500	-70.0
94.7000	-70.0
94.7500	-70.0
94.8000	-70.0
94.8500	-70.0
94.9000	-70.0
94.9500	-70.0
95.0000	-70.0
95.0500	-70.0
95.1000	-70.0
95.1500	-70.0
95.2000	-70.0
95.2500	-70.0
95.3000	-70.0
95.3500	-70.0
95.4000	-70.0
95.4500	-70.0
95.5000	-70.0
95.5500	-70.0
95.6000	-70.0
95.6500	-70.0
95.7000	-70.0
95.7500	-70.0
95.8000	-70.0
95.8500	-70.0
95.9000	-70.0
95.9500	-70.0
