# Posizione angolare. Can 1 e 2. A 100g
# Tempo ( s )	# Posizione angolare ( rad )
0.0	0.000
0.05	-0.140
0.1	-0.489
0.15	-1.047
0.2	-1.833
0.25	-2.845
0.3	-4.084
0.35	-5.533
0.4	-7.191
0.45	-9.076
0.5	-11.188
0.55	-13.509
0.6	-16.057
0.65	-18.850
0.7	-21.852
0.75	-25.080
0.8	-28.519
0.85	-32.201
0.9	-36.093
0.95	-40.212
1.0	-44.558
1.05	-49.096
1.1	-53.878
1.15	-58.870
