Posizione angolare, Oscillazioni forzate 3.70 V
Tempo ( s )	Posizione angolare ( rad )
28,1756	-0,790
28,2156	-1,286
28,2556	-1,610
28,2956	-1,756
28,3356	-1,717
28,3756	-1,497
28,4156	-1,101
28,4556	-0,543
28,4956	0,163
28,5356	0,997
28,5756	1,938
28,6156	2,963
28,6556	4,048
28,6956	5,168
28,7356	6,288
28,7756	7,380
28,8156	8,418
28,8556	9,379
28,8956	10,240
28,9356	10,981
28,9756	11,580
29,0156	12,021
29,0556	12,295
29,0956	12,390
29,1356	12,310
29,1756	12,054
29,2156	11,630
29,2556	11,046
29,2956	10,319
29,3356	9,466
29,3756	8,511
29,4156	7,477
29,4556	6,390
29,4956	5,273
29,5356	4,156
29,5756	3,074
29,6156	2,058
29,6556	1,129
29,6956	0,308
29,7356	-0,385
29,7756	-0,933
29,8156	-1,319
29,8556	-1,533
29,8956	-1,571
29,9356	-1,429
29,9756	-1,117
30,0156	-0,641
30,0556	-0,016
30,0956	0,741
30,1356	1,610
30,1756	2,571
30,2156	3,600
30,2556	4,673
30,2956	5,762
30,3356	6,835
30,3756	7,865
30,4156	8,831
30,4556	9,712
30,4956	10,483
30,5356	11,129
30,5756	11,629
30,6156	11,971
30,6556	12,147
30,6956	12,152
30,7356	11,985
30,7756	11,652
30,8156	11,161
30,8556	10,524
30,8956	9,758
30,9356	8,881
30,9756	7,920
31,0156	6,899
31,0556	5,837
31,0956	4,760
31,1356	3,698
31,1756	2,683
31,2156	1,742
31,2556	0,895
31,2956	0,162
31,3356	-0,441
31,3756	-0,898
31,4156	-1,195
31,4556	-1,324
31,4956	-1,283
31,5356	-1,073
31,5756	-0,701
31,6156	-0,178
31,6556	0,482
31,6956	1,260
31,7356	2,136
31,7756	3,090
31,8156	4,103
31,8556	5,146
31,8956	6,191
31,9356	7,210
31,9756	8,181
32,0156	9,081
32,0556	9,890
32,0956	10,587
32,1356	11,154
32,1756	11,578
32,2156	11,847
32,2556	11,951
32,2956	11,891
32,3356	11,665
32,3756	11,281
32,4156	10,749
32,4556	10,080
32,4956	9,294
32,5356	8,410
32,5756	7,452
32,6156	6,442
32,6556	5,399
32,6956	4,353
32,7356	3,333
32,7756	2,367
32,8156	1,478
32,8556	0,686
32,8956	0,014
32,9356	-0,526
32,9756	-0,917
33,0156	-1,148
33,0556	-1,213
33,0956	-1,111
33,1356	-0,844
33,1756	-0,423
33,2156	0,143
33,2556	0,836
33,2956	1,638
33,3356	2,534
33,3756	3,500
33,4156	4,513
33,4556	5,548
33,4956	6,575
33,5356	7,570
33,5756	8,507
33,6156	9,368
33,6556	10,130
33,6956	10,777
33,7356	11,291
33,7756	11,655
33,8156	11,863
33,8556	11,905
33,8956	11,784
33,9356	11,500
33,9756	11,060
34,0156	10,477
34,0556	9,767
34,0956	8,957
34,1356	8,075
34,1756	7,136
34,2156	6,148
34,2556	5,135
34,2956	4,123
34,3356	3,145
34,3756	2,221
34,4156	1,378
34,4556	0,635
34,4956	0,008
34,5356	-0,485
34,5756	-0,831
34,6156	-1,019
34,6556	-1,046
34,6956	-0,909
34,7356	-0,616
34,7756	-0,171
34,8156	0,410
34,8556	1,115
34,8956	1,924
34,9356	2,821
34,9756	3,782
35,0156	4,785
35,0556	5,804
35,0956	6,811
35,1356	7,780
35,1756	8,691
35,2156	9,522
35,2556	10,253
35,2956	10,864
35,3356	11,340
35,3756	11,665
35,4156	11,833
35,4556	11,838
35,4956	11,677
35,5356	11,357
35,5756	10,882
35,6156	10,268
35,6556	9,528
35,6956	8,682
35,7356	7,750
35,7756	6,758
35,8156	5,724
35,8556	4,675
35,8956	3,641
35,9356	2,653
35,9756	1,736
36,0156	0,911
36,0556	0,196
36,0956	-0,388
36,1356	-0,829
36,1756	-1,112
36,2156	-1,228
36,2556	-1,178
36,2956	-0,960
36,3356	-0,581
36,3756	-0,055
36,4156	0,608
36,4556	1,387
36,4956	2,265
36,5356	3,222
36,5756	4,233
36,6156	5,276
36,6556	6,319
36,6956	7,337
36,7356	8,305
36,7756	9,200
36,8156	10,003
36,8556	10,694
36,8956	11,252
36,9356	11,663
36,9756	11,916
37,0156	12,004
37,0556	11,924
37,0956	11,676
37,1356	11,267
37,1756	10,710
37,2156	10,015
37,2556	9,203
37,2956	8,302
37,3356	7,339
37,3756	6,324
37,4156	5,278
37,4556	4,232
37,4956	3,214
37,5356	2,251
37,5756	1,367
37,6156	0,583
37,6556	-0,082
37,6956	-0,609
37,7356	-0,985
37,7756	-1,200
37,8156	-1,246
37,8556	-1,123
37,8956	-0,836
37,9356	-0,391
37,9756	0,195
38,0156	0,911
38,0556	1,736
38,0956	2,652
38,1356	3,636
38,1756	4,667
38,2156	5,715
38,2556	6,751
38,2956	7,752
38,3356	8,693
38,3756	9,554
38,4156	10,312
38,4556	10,950
38,4956	11,448
38,5356	11,794
38,5756	11,977
38,6156	11,995
38,6556	11,842
38,6956	11,527
38,7356	11,054
38,7756	10,436
38,8156	9,689
38,8556	8,833
38,8956	7,890
38,9356	6,885
38,9756	5,837
39,0156	4,772
39,0556	3,720
39,0956	2,711
39,1356	1,773
39,1756	0,927
39,2156	0,190
39,2556	-0,416
39,2956	-0,877
39,3356	-1,178
39,3756	-1,312
39,4156	-1,274
39,4556	-1,067
39,4956	-0,697
39,5356	-0,176
39,5756	0,484
39,6156	1,264
39,6556	2,146
39,6956	3,105
39,7356	4,126
39,7756	5,177
39,8156	6,233
39,8556	7,265
39,8956	8,245
39,9356	9,156
39,9756	9,975
40,0156	10,681
40,0556	11,255
40,0956	11,684
40,1356	11,951
40,1756	12,053
40,2156	11,985
40,2556	11,751
40,2956	11,354
40,3356	10,806
40,3756	10,119
40,4156	9,318
40,4556	8,435
40,4956	7,490
40,5356	6,489
40,5756	5,455
40,6156	4,414
40,6556	3,396
40,6956	2,428
40,7356	1,536
40,7756	0,740
40,8156	0,058
40,8556	-0,490
40,8956	-0,891
40,9356	-1,133
40,9756	-1,210
41,0156	-1,115
41,0556	-0,859
41,0956	-0,445
41,1356	0,116
41,1756	0,807
41,2156	1,612
41,2556	2,512
41,2956	3,482
41,3356	4,505
41,3756	5,551
41,4156	6,591
41,4556	7,598
41,4956	8,550
41,5356	9,425
41,5756	10,202
41,6156	10,860
41,6556	11,384
41,6956	11,756
41,7356	11,966
41,7756	12,010
41,8156	11,885
41,8556	11,594
41,8956	11,143
41,9356	10,545
41,9756	9,814
42,0156	8,969
42,0556	8,031
42,0956	7,028
42,1356	5,977
42,1756	4,904
42,2156	3,841
42,2556	2,820
42,2956	1,868
42,3356	1,005
42,3756	0,251
42,4156	-0,374
42,4556	-0,853
42,4956	-1,177
42,5356	-1,330
42,5756	-1,313
42,6156	-1,125
42,6556	-0,773
42,6956	-0,265
42,7356	0,380
42,7756	1,150
42,8156	2,023
42,8556	2,980
42,8956	3,996
42,9356	5,050
42,9756	6,109
43,0156	7,146
43,0556	8,135
43,0956	9,056
43,1356	9,885
43,1756	10,604
43,2156	11,195
43,2556	11,638
43,2956	11,924
43,3356	12,045
43,3756	11,998
43,4156	11,783
43,4556	11,407
43,4956	10,879
43,5356	10,212
43,5756	9,425
43,6156	8,548
43,6556	7,611
43,6956	6,619
43,7356	5,592
43,7756	4,555
43,8156	3,539
43,8556	2,570
43,8956	1,674
43,9356	0,873
43,9756	0,184
44,0156	-0,375
44,0556	-0,792
44,0956	-1,051
44,1356	-1,147
44,1756	-1,078
44,2156	-0,847
44,2556	-0,460
44,2956	0,071
44,3356	0,732
44,3756	1,506
44,4156	2,375
44,4556	3,316
44,4956	4,310
44,5356	5,330
44,5756	6,348
44,6156	7,336
44,6556	8,273
44,6956	9,139
44,7356	9,910
44,7756	10,571
44,8156	11,104
44,8556	11,495
44,8956	11,732
44,9356	11,811
44,9756	11,728
45,0156	11,486
45,0556	11,090
45,0956	10,553
45,1356	9,887
45,1756	9,114
45,2156	8,269
45,2556	7,367
45,2956	6,415
45,3356	5,432
45,3756	4,445
45,4156	3,481
45,4556	2,567
45,4956	1,725
45,5356	0,974
45,5756	0,333
45,6156	-0,182
45,6556	-0,558
45,6956	-0,785
45,7356	-0,858
45,7756	-0,774
45,8156	-0,540
45,8556	-0,159
45,8956	0,360
45,9356	0,999
45,9756	1,745
46,0156	2,579
46,0556	3,481
46,0956	4,430
46,1356	5,402
46,1756	6,370
46,2156	7,310
46,2556	8,200
46,2956	9,021
46,3356	9,752
46,3756	10,377
46,4156	10,879
46,4556	11,245
46,4956	11,468
46,5356	11,539
46,5756	11,457
46,6156	11,223
46,6556	10,845
46,6956	10,331
46,7356	9,692
46,7756	8,947
46,8156	8,113
46,8556	7,213
46,8956	6,263
46,9356	5,287
46,9756	4,312
47,0156	3,363
47,0556	2,471
47,0956	1,657
47,1356	0,936
47,1756	0,328
47,2156	-0,154
47,2556	-0,496
47,2956	-0,693
47,3356	-0,738
47,3756	-0,631
47,4156	-0,377
47,4556	0,019
47,4956	0,545
47,5356	1,188
47,5756	1,932
47,6156	2,758
47,6556	3,647
47,6956	4,580
47,7356	5,531
47,7756	6,475
47,8156	7,387
47,8556	8,247
47,8956	9,037
47,9356	9,737
47,9756	10,331
48,0156	10,806
48,0556	11,145
48,0956	11,343
48,1356	11,395
48,1756	11,296
48,2156	11,052
48,2556	10,669
48,2956	10,154
48,3356	9,525
48,3756	8,809
48,4156	8,033
48,4556	7,201
48,4956	6,319
48,5356	5,411
48,5756	4,497
48,6156	3,605
48,6556	2,758
48,6956	1,979
48,7356	1,286
48,7756	0,693
48,8156	0,215
48,8556	-0,135
48,8956	-0,349
48,9356	-0,419
48,9756	-0,349
49,0156	-0,135
49,0556	0,212
49,0956	0,685
49,1356	1,271
49,1756	1,956
49,2156	2,722
49,2556	3,555
49,2956	4,433
49,3356	5,333
49,3756	6,233
49,4156	7,109
49,4556	7,942
49,4956	8,713
49,5356	9,401
49,5756	9,995
49,6156	10,477
49,6556	10,835
49,6956	11,060
49,7356	11,145
49,7756	11,088
49,8156	10,890
49,8556	10,556
49,8956	10,096
49,9356	9,524
49,9756	8,862
50,0156	8,135
50,0556	7,353
50,0956	6,517
50,1356	5,647
50,1756	4,766
50,2156	3,897
50,2556	3,063
50,2956	2,289
50,3356	1,591
50,3756	0,986
50,4156	0,489
50,4556	0,108
50,4956	-0,140
50,5356	-0,251
50,5756	-0,226
50,6156	-0,061
50,6556	0,236
50,6956	0,658
50,7356	1,195
50,7756	1,833
50,8156	2,557
50,8556	3,351
50,8956	4,194
50,9356	5,069
50,9756	5,950
51,0156	6,817
51,0556	7,645
51,0956	8,421
51,1356	9,123
51,1756	9,736
51,2156	10,245
51,2556	10,637
51,2956	10,901
51,3356	11,029
51,3756	11,018
51,4156	10,867
51,4556	10,581
51,4956	10,166
51,5356	9,634
51,5756	8,994
51,6156	8,264
51,6556	7,461
51,6956	6,607
51,7356	5,715
51,7756	4,810
51,8156	3,916
51,8556	3,058
51,8956	2,260
51,9356	1,543
51,9756	0,917
52,0156	0,402
52,0556	0,009
52,0956	-0,251
52,1356	-0,372
52,1756	-0,352
52,2156	-0,188
52,2556	0,112
52,2956	0,539
52,3356	1,085
52,3756	1,734
52,4156	2,474
52,4556	3,283
52,4956	4,145
52,5356	5,039
52,5756	5,942
52,6156	6,830
52,6556	7,680
52,6956	8,474
52,7356	9,195
52,7756	9,824
52,8156	10,347
52,8556	10,751
52,8956	11,022
52,9356	11,154
52,9756	11,145
53,0156	10,991
53,0556	10,699
53,0956	10,273
53,1356	9,730
53,1756	9,085
53,2156	8,368
53,2556	7,589
53,2956	6,753
53,3356	5,876
53,3756	4,981
53,4156	4,090
53,4556	3,231
53,4956	2,425
53,5356	1,690
53,5756	1,046
53,6156	0,507
53,6556	0,088
53,6956	-0,201
53,7356	-0,352
53,7756	-0,360
53,8156	-0,226
53,8556	0,047
53,8956	0,451
53,9356	0,974
53,9756	1,607
54,0156	2,333
54,0556	3,134
54,0956	3,991
54,1356	4,888
54,1756	5,796
54,2156	6,696
54,2556	7,560
54,2956	8,374
54,3356	9,117
54,3756	9,770
54,4156	10,320
54,4556	10,751
54,4956	11,047
54,5356	11,204
54,5756	11,217
54,6156	11,084
54,6556	10,807
54,6956	10,394
54,7356	9,854
54,7756	9,200
54,8156	8,448
54,8556	7,615
54,8956	6,723
54,9356	5,790
54,9756	4,840
55,0156	3,899
55,0556	2,994
55,0956	2,149
55,1356	1,382
55,1756	0,715
55,2156	0,160
55,2556	-0,264
55,2956	-0,548
55,3356	-0,683
55,3756	-0,666
55,4156	-0,500
55,4556	-0,187
55,4956	0,265
55,5356	0,844
55,5756	1,535
55,6156	2,320
55,6556	3,182
55,6956	4,103
55,7356	5,058
55,7756	6,022
55,8156	6,971
55,8556	7,879
55,8956	8,729
55,9356	9,499
55,9756	10,169
56,0156	10,724
56,0556	11,148
56,0956	11,429
56,1356	11,558
56,1756	11,531
56,2156	11,347
56,2556	11,014
56,2956	10,537
56,3356	9,927
56,3756	9,206
56,4156	8,402
56,4556	7,537
56,4956	6,613
56,5356	5,650
56,5756	4,673
56,6156	3,710
56,6556	2,788
56,6956	1,935
56,7356	1,169
56,7756	0,504
56,8156	-0,041
56,8556	-0,449
56,8956	-0,713
56,9356	-0,823
56,9756	-0,778
57,0156	-0,578
57,0556	-0,228
57,0956	0,261
57,1356	0,878
57,1756	1,607
57,2156	2,430
57,2556	3,329
57,2956	4,282
57,3356	5,265
57,3756	6,253
57,4156	7,219
57,4556	8,138
57,4956	8,994
57,5356	9,763
57,5756	10,427
57,6156	10,966
57,6556	11,368
57,6956	11,619
57,7356	11,713
57,7756	11,647
57,8156	11,421
57,8556	11,041
57,8956	10,516
57,9356	9,860
57,9756	9,089
58,0156	8,236
58,0556	7,318
58,0956	6,346
58,1356	5,344
58,1756	4,335
58,2156	3,352
58,2556	2,417
58,2956	1,558
58,3356	0,795
58,3756	0,143
58,4156	-0,379
58,4556	-0,756
58,4956	-0,977
58,5356	-1,038
58,5756	-0,935
58,6156	-0,672
58,6556	-0,258
58,6956	0,298
58,7356	0,982
58,7756	1,775
58,8156	2,659
58,8556	3,614
58,8956	4,617
58,9356	5,641
58,9756	6,659
59,0156	7,642
59,0556	8,572
59,0956	9,426
59,1356	10,182
59,1756	10,821
59,2156	11,325
59,2556	11,682
59,2956	11,878
59,3356	11,910
59,3756	11,775
59,4156	11,478
59,4556	11,024
59,4956	10,425
59,5356	9,698
59,5756	8,870
59,6156	7,973
59,6556	7,017
59,6956	6,011
59,7356	4,986
59,7756	3,965
59,8156	2,981
59,8556	2,062
59,8956	1,230
59,9356	0,498
59,9756	-0,112
60,0156	-0,584
60,0556	-0,908
60,0956	-1,071
60,1356	-1,071
60,1756	-0,906
60,2156	-0,584
60,2556	-0,113
60,2956	0,495
60,3356	1,224
60,3756	2,055
60,4156	2,970
60,4556	3,947
60,4956	4,964
60,5356	5,989
60,5756	6,998
60,6156	7,966
