Posizione angolare, Oscillazioni forzate 3.20 V
Tempo ( s )	Posizione angolare ( rad )
5,7410	-2,835
5,7810	-2,595
5,8210	-2,342
5,8610	-2,084
5,9010	-1,824
5,9410	-1,566
5,9810	-1,315
6,0210	-1,073
6,0610	-0,845
6,1010	-0,633
6,1410	-0,443
6,1810	-0,275
6,2210	-0,134
6,2610	-0,020
6,3010	0,061
6,3410	0,112
6,3810	0,127
6,4210	0,108
6,4610	0,055
6,5010	-0,031
6,5410	-0,152
6,5810	-0,306
6,6210	-0,490
6,6610	-0,702
6,7010	-0,939
6,7410	-1,200
6,7810	-1,477
6,8210	-1,767
6,8610	-2,064
6,9010	-2,364
6,9410	-2,658
6,9810	-2,942
7,0210	-3,211
7,0610	-3,456
7,1010	-3,665
7,1410	-3,836
7,1810	-3,960
7,2210	-4,039
7,2610	-4,070
7,3010	-4,054
7,3410	-4,004
7,3810	-3,935
7,4210	-3,852
7,4610	-3,745
7,5010	-3,611
7,5410	-3,448
7,5810	-3,259
7,6210	-3,049
7,6610	-2,818
7,7010	-2,571
7,7410	-2,312
7,7810	-2,047
7,8210	-1,778
7,8610	-1,513
7,9010	-1,250
7,9410	-0,999
7,9810	-0,763
8,0210	-0,543
8,0610	-0,346
8,1010	-0,173
8,1410	-0,027
8,1810	0,086
8,2210	0,168
8,2610	0,214
8,3010	0,220
8,3410	0,190
8,3810	0,123
8,4210	0,017
8,4610	-0,124
8,5010	-0,300
8,5410	-0,509
8,5810	-0,748
8,6210	-1,013
8,6610	-1,299
8,7010	-1,602
8,7410	-1,915
8,7810	-2,234
8,8210	-2,549
8,8610	-2,857
8,9010	-3,151
8,9410	-3,424
8,9810	-3,669
9,0210	-3,885
9,0610	-4,062
9,1010	-4,200
9,1410	-4,295
9,1810	-4,343
9,2210	-4,345
9,2610	-4,302
9,3010	-4,214
9,3410	-4,084
9,3810	-3,914
9,4210	-3,709
9,4610	-3,470
9,5010	-3,201
9,5410	-2,911
9,5810	-2,603
9,6210	-2,282
9,6610	-1,957
9,7010	-1,632
9,7410	-1,315
9,7810	-1,010
9,8210	-0,724
9,8610	-0,460
9,9010	-0,225
9,9410	-0,019
9,9810	0,151
10,0210	0,284
10,0610	0,375
10,1010	0,426
10,1410	0,434
10,1810	0,397
10,2210	0,322
10,2610	0,207
10,3010	0,053
10,3410	-0,138
10,3810	-0,361
10,4210	-0,614
10,4610	-0,894
10,5010	-1,194
10,5410	-1,511
10,5810	-1,836
10,6210	-2,165
10,6610	-2,491
10,7010	-2,807
10,7410	-3,107
10,7810	-3,385
10,8210	-3,635
10,8610	-3,853
10,9010	-4,034
10,9410	-4,174
10,9810	-4,271
11,0210	-4,321
11,0610	-4,328
11,1010	-4,290
11,1410	-4,208
11,1810	-4,086
11,2210	-3,925
11,2610	-3,731
11,3010	-3,506
11,3410	-3,253
11,3810	-2,978
11,4210	-2,686
11,4610	-2,384
11,5010	-2,077
11,5410	-1,770
11,5810	-1,470
11,6210	-1,181
11,6610	-0,909
11,7010	-0,658
11,7410	-0,430
11,7810	-0,231
11,8210	-0,063
11,8610	0,074
11,9010	0,174
11,9410	0,239
11,9810	0,265
12,0210	0,253
12,0610	0,204
12,1010	0,119
12,1410	0,002
12,1810	-0,149
12,2210	-0,331
12,2610	-0,542
12,3010	-0,778
12,3410	-1,035
12,3810	-1,308
12,4210	-1,596
12,4610	-1,890
12,5010	-2,185
12,5410	-2,479
12,5810	-2,763
12,6210	-3,033
12,6610	-3,285
12,7010	-3,511
12,7410	-3,707
12,7810	-3,874
12,8210	-4,002
12,8610	-4,093
12,9010	-4,145
12,9410	-4,155
12,9810	-4,126
13,0210	-4,057
13,0610	-3,952
13,1010	-3,812
13,1410	-3,641
13,1810	-3,440
13,2210	-3,212
13,2610	-2,966
13,3010	-2,700
13,3410	-2,424
13,3810	-2,139
13,4210	-1,854
13,4610	-1,571
13,5010	-1,296
13,5410	-1,035
13,5810	-0,789
13,6210	-0,562
13,6610	-0,361
13,7010	-0,185
13,7410	-0,038
13,7810	0,077
13,8210	0,159
13,8610	0,204
13,9010	0,214
13,9410	0,187
13,9810	0,124
14,0210	0,027
14,0610	-0,104
14,1010	-0,267
14,1410	-0,462
14,1810	-0,683
14,2210	-0,931
14,2610	-1,199
14,3010	-1,483
14,3410	-1,777
14,3810	-2,078
14,4210	-2,378
14,4610	-2,675
14,5010	-2,959
14,5410	-3,226
14,5810	-3,471
14,6210	-3,688
14,6610	-3,875
14,7010	-4,024
14,7410	-4,136
14,7810	-4,207
14,8210	-4,235
14,8610	-4,219
14,9010	-4,163
14,9410	-4,067
14,9810	-3,932
15,0210	-3,762
15,0610	-3,558
15,1010	-3,327
15,1410	-3,069
15,1810	-2,793
15,2210	-2,501
15,2610	-2,198
15,3010	-1,891
15,3410	-1,588
15,3810	-1,290
15,4210	-1,005
15,4610	-0,737
15,5010	-0,490
15,5410	-0,269
15,5810	-0,075
15,6210	0,086
15,6610	0,212
15,7010	0,300
15,7410	0,349
15,7810	0,358
15,8210	0,325
15,8610	0,254
15,9010	0,145
15,9410	-0,005
15,9810	-0,188
16,0210	-0,407
16,0610	-0,655
16,1010	-0,930
16,1410	-1,225
16,1810	-1,538
16,2210	-1,860
16,2610	-2,187
16,3010	-2,512
16,3410	-2,827
16,3810	-3,129
16,4210	-3,407
16,4610	-3,660
16,5010	-3,880
16,5410	-4,062
16,5810	-4,203
16,6210	-4,302
16,6610	-4,354
16,7010	-4,361
16,7410	-4,320
16,7810	-4,236
16,8210	-4,109
16,8610	-3,944
16,9010	-3,742
16,9410	-3,506
16,9810	-3,242
17,0210	-2,956
17,0610	-2,653
17,1010	-2,337
17,1410	-2,017
17,1810	-1,696
17,2210	-1,384
17,2610	-1,082
17,3010	-0,798
17,3410	-0,536
17,3810	-0,300
17,4210	-0,094
17,4610	0,077
17,5010	0,214
17,5410	0,311
17,5810	0,369
17,6210	0,385
17,6610	0,358
17,7010	0,294
17,7410	0,190
17,7810	0,049
17,8210	-0,129
17,8610	-0,339
17,9010	-0,580
17,9410	-0,847
17,9810	-1,136
18,0210	-1,440
18,0610	-1,756
18,1010	-2,077
18,1410	-2,397
18,1810	-2,710
18,2210	-3,010
18,2610	-3,289
18,3010	-3,544
18,3410	-3,770
18,3810	-3,960
18,4210	-4,111
18,4610	-4,221
18,5010	-4,288
18,5410	-4,309
18,5810	-4,287
18,6210	-4,219
18,6610	-4,112
18,7010	-3,966
18,7410	-3,784
18,7810	-3,569
18,8210	-3,325
18,8610	-3,057
18,9010	-2,771
18,9410	-2,471
18,9810	-2,161
19,0210	-1,852
19,0610	-1,546
19,1010	-1,249
19,1410	-0,968
19,1810	-0,704
19,2210	-0,463
19,2610	-0,251
19,3010	-0,068
19,3410	0,082
19,3810	0,196
19,4210	0,275
19,4610	0,313
19,5010	0,313
19,5410	0,272
19,5810	0,196
19,6210	0,083
19,6610	-0,066
19,7010	-0,248
19,7410	-0,460
19,7810	-0,701
19,8210	-0,964
19,8610	-1,247
19,9010	-1,544
19,9410	-1,850
19,9810	-2,160
20,0210	-2,468
20,0610	-2,765
20,1010	-3,049
20,1410	-3,313
20,1810	-3,552
20,2210	-3,759
20,2610	-3,933
20,3010	-4,072
20,3410	-4,169
20,3810	-4,222
20,4210	-4,235
20,4610	-4,205
20,5010	-4,133
20,5410	-4,023
20,5810	-3,877
20,6210	-3,696
20,6610	-3,486
20,7010	-3,248
20,7410	-2,988
20,7810	-2,710
20,8210	-2,419
20,8610	-2,122
20,9010	-1,822
20,9410	-1,527
20,9810	-1,239
21,0210	-0,966
21,0610	-0,712
21,1010	-0,479
21,1410	-0,272
21,1810	-0,093
21,2210	0,053
21,2610	0,167
21,3010	0,242
21,3410	0,281
21,3810	0,280
21,4210	0,240
21,4610	0,165
21,5010	0,055
21,5410	-0,091
21,5810	-0,269
21,6210	-0,479
21,6610	-0,715
21,7010	-0,975
21,7410	-1,257
21,7810	-1,552
21,8210	-1,857
21,8610	-2,165
21,9010	-2,471
21,9410	-2,768
21,9810	-3,052
22,0210	-3,318
22,0610	-3,556
22,1010	-3,767
22,1410	-3,943
22,1810	-4,081
22,2210	-4,180
22,2610	-4,235
22,3010	-4,249
22,3410	-4,219
22,3810	-4,147
22,4210	-4,037
22,4610	-3,889
22,5010	-3,707
22,5410	-3,493
22,5810	-3,253
22,6210	-2,991
22,6610	-2,710
22,7010	-2,416
22,7410	-2,114
22,7810	-1,811
22,8210	-1,513
22,8610	-1,222
22,9010	-0,946
22,9410	-0,688
22,9810	-0,452
23,0210	-0,243
23,0610	-0,063
23,1010	0,085
23,1410	0,198
23,1810	0,273
23,2210	0,311
23,2610	0,308
23,3010	0,267
23,3410	0,188
23,3810	0,074
23,4210	-0,077
23,4610	-0,261
23,5010	-0,476
23,5410	-0,719
23,5810	-0,986
23,6210	-1,272
23,6610	-1,572
23,7010	-1,882
23,7410	-2,196
23,7810	-2,505
23,8210	-2,807
23,8610	-3,093
23,9010	-3,358
23,9410	-3,597
23,9810	-3,806
24,0210	-3,980
24,0610	-4,115
24,1010	-4,210
24,1410	-4,262
24,1810	-4,269
24,2210	-4,235
24,2610	-4,158
24,3010	-4,042
24,3410	-3,888
24,3810	-3,699
24,4210	-3,481
24,4610	-3,234
24,5010	-2,966
24,5410	-2,680
24,5810	-2,381
24,6210	-2,078
24,6610	-1,773
24,7010	-1,472
24,7410	-1,183
24,7810	-0,908
24,8210	-0,652
24,8610	-0,419
24,9010	-0,214
24,9410	-0,038
24,9810	0,107
25,0210	0,214
25,0610	0,284
25,1010	0,316
25,1410	0,306
25,1810	0,258
25,2210	0,173
25,2610	0,052
25,3010	-0,105
25,3410	-0,295
25,3810	-0,515
25,4210	-0,763
25,4610	-1,037
25,5010	-1,327
25,5410	-1,634
25,5810	-1,946
25,6210	-2,264
25,6610	-2,576
25,7010	-2,878
25,7410	-3,164
25,7810	-3,427
25,8210	-3,665
25,8610	-3,870
25,9010	-4,039
25,9410	-4,167
25,9810	-4,254
26,0210	-4,296
26,0610	-4,295
26,1010	-4,249
26,1410	-4,161
26,1810	-4,032
26,2210	-3,867
26,2610	-3,668
26,3010	-3,437
26,3410	-3,179
26,3810	-2,900
26,4210	-2,604
26,4610	-2,297
26,5010	-1,984
26,5410	-1,671
26,5810	-1,367
26,6210	-1,073
26,6610	-0,795
26,7010	-0,539
26,7410	-0,308
26,7810	-0,107
26,8210	0,064
26,8610	0,198
26,9010	0,295
26,9410	0,353
26,9810	0,371
27,0210	0,346
27,0610	0,283
27,1010	0,179
27,1410	0,039
27,1810	-0,137
27,2210	-0,347
27,2610	-0,589
27,3010	-0,856
27,3410	-1,147
27,3810	-1,453
27,4210	-1,772
27,4610	-2,097
27,5010	-2,421
27,5410	-2,738
27,5810	-3,039
27,6210	-3,324
27,6610	-3,581
27,7010	-3,809
27,7410	-4,001
27,7810	-4,153
27,8210	-4,263
27,8610	-4,328
27,9010	-4,348
27,9410	-4,321
27,9810	-4,251
28,0210	-4,137
28,0610	-3,984
28,1010	-3,792
28,1410	-3,567
28,1810	-3,313
28,2210	-3,033
28,2610	-2,735
28,3010	-2,421
28,3410	-2,099
28,3810	-1,777
28,4210	-1,458
28,4610	-1,148
28,5010	-0,855
28,5410	-0,581
28,5810	-0,333
28,6210	-0,115
28,6610	0,072
28,7010	0,225
28,7410	0,336
28,7810	0,408
28,8210	0,438
28,8610	0,426
28,9010	0,371
28,9410	0,273
28,9810	0,137
29,0210	-0,038
29,0610	-0,250
29,1010	-0,493
29,1410	-0,767
29,1810	-1,065
29,2210	-1,382
29,2610	-1,712
29,3010	-2,050
29,3410	-2,386
29,3810	-2,716
29,4210	-3,033
29,4610	-3,330
29,5010	-3,600
29,5410	-3,839
29,5810	-4,042
29,6210	-4,203
29,6610	-4,320
29,7010	-4,390
29,7410	-4,414
29,7810	-4,389
29,8210	-4,318
29,8610	-4,203
29,9010	-4,046
29,9410	-3,852
29,9810	-3,621
30,0210	-3,358
30,0610	-3,072
30,1010	-2,765
30,1410	-2,443
30,1810	-2,113
30,2210	-1,781
30,2610	-1,453
30,3010	-1,137
30,3410	-0,836
30,3810	-0,556
30,4210	-0,302
30,4610	-0,077
30,5010	0,113
30,5410	0,267
30,5810	0,380
30,6210	0,451
30,6610	0,479
30,7010	0,462
30,7410	0,402
30,7810	0,300
30,8210	0,157
30,8610	-0,025
30,9010	-0,243
30,9410	-0,495
30,9810	-0,776
31,0210	-1,081
31,0610	-1,404
31,1010	-1,740
31,1410	-2,083
31,1810	-2,424
31,2210	-2,758
31,2610	-3,077
31,3010	-3,376
31,3410	-3,646
31,3810	-3,885
31,4210	-4,084
31,4610	-4,243
31,5010	-4,354
31,5410	-4,420
31,5810	-4,438
31,6210	-4,408
31,6610	-4,329
31,7010	-4,210
31,7410	-4,046
31,7810	-3,845
31,8210	-3,610
31,8610	-3,344
31,9010	-3,055
31,9410	-2,747
31,9810	-2,425
32,0210	-2,099
32,0610	-1,772
32,1010	-1,450
32,1410	-1,142
32,1810	-0,851
32,2210	-0,583
32,2610	-0,341
32,3010	-0,130
32,3410	0,049
32,3810	0,190
32,4210	0,295
32,4610	0,360
32,5010	0,383
32,5410	0,366
32,5810	0,311
32,6210	0,217
32,6610	0,085
32,7010	-0,082
32,7410	-0,281
32,7810	-0,509
32,8210	-0,765
32,8610	-1,041
32,9010	-1,334
32,9410	-1,638
32,9810	-1,949
33,0210	-2,260
33,0610	-2,565
33,1010	-2,859
33,1410	-3,135
33,1810	-3,390
33,2210	-3,618
33,2610	-3,812
33,3010	-3,971
33,3410	-4,092
33,3810	-4,172
33,4210	-4,211
33,4610	-4,207
33,5010	-4,161
33,5410	-4,076
33,5810	-3,954
33,6210	-3,797
33,6610	-3,610
33,7010	-3,393
33,7410	-3,154
33,7810	-2,895
33,8210	-2,622
33,8610	-2,339
33,9010	-2,051
33,9410	-1,766
33,9810	-1,488
34,0210	-1,217
34,0610	-0,964
34,1010	-0,729
34,1410	-0,515
34,1810	-0,327
34,2210	-0,165
34,2610	-0,035
34,3010	0,064
34,3410	0,130
34,3810	0,160
34,4210	0,157
34,4610	0,118
34,5010	0,047
34,5410	-0,057
34,5810	-0,192
34,6210	-0,357
34,6610	-0,548
34,7010	-0,767
34,7410	-1,007
34,7810	-1,266
34,8210	-1,539
34,8610	-1,824
34,9010	-2,113
34,9410	-2,400
34,9810	-2,683
35,0210	-2,953
35,0610	-3,206
35,1010	-3,438
35,1410	-3,644
35,1810	-3,819
35,2210	-3,960
35,2610	-4,064
35,3010	-4,130
35,3410	-4,153
35,3810	-4,139
35,4210	-4,084
35,4610	-3,991
35,5010	-3,863
35,5410	-3,701
35,5810	-3,508
35,6210	-3,288
35,6610	-3,046
35,7010	-2,783
35,7410	-2,509
35,7810	-2,226
35,8210	-1,938
35,8610	-1,652
35,9010	-1,374
35,9410	-1,107
35,9810	-0,855
36,0210	-0,624
36,0610	-0,415
36,1010	-0,231
36,1410	-0,077
36,1810	0,046
36,2210	0,137
36,2610	0,192
36,3010	0,210
36,3410	0,193
36,3810	0,141
36,4210	0,055
36,4610	-0,064
36,5010	-0,217
36,5410	-0,399
36,5810	-0,608
36,6210	-0,840
36,6610	-1,095
36,7010	-1,365
36,7410	-1,648
36,7810	-1,937
36,8210	-2,226
36,8610	-2,513
36,9010	-2,791
36,9410	-3,054
36,9810	-3,297
37,0210	-3,517
37,0610	-3,707
37,1010	-3,867
37,1410	-3,991
37,1810	-4,076
37,2210	-4,123
37,2610	-4,131
37,3010	-4,098
37,3410	-4,029
37,3810	-3,922
37,4210	-3,782
37,4610	-3,611
37,5010	-3,412
37,5410	-3,189
37,5810	-2,945
37,6210	-2,686
37,6610	-2,416
37,7010	-2,139
37,7410	-1,863
37,7810	-1,588
37,8210	-1,323
37,8610	-1,068
37,9010	-0,831
37,9410	-0,613
37,9810	-0,418
38,0210	-0,248
38,0610	-0,107
38,1010	0,006
38,1410	0,086
38,1810	0,132
38,2210	0,145
38,2610	0,123
38,3010	0,066
38,3410	-0,020
38,3810	-0,140
38,4210	-0,291
38,4610	-0,468
38,5010	-0,674
38,5410	-0,902
38,5810	-1,150
38,6210	-1,415
38,6610	-1,692
38,7010	-1,976
38,7410	-2,264
38,7810	-2,546
38,8210	-2,820
38,8610	-3,079
38,9010	-3,321
38,9410	-3,536
38,9810	-3,724
39,0210	-3,880
39,0610	-4,001
39,1010	-4,084
39,1410	-4,117
39,1810	-4,098
39,2210	-4,042
39,2610	-3,951
39,3010	-3,825
39,3410	-3,668
39,3810	-3,482
39,4210	-3,272
39,4610	-3,041
39,5010	-2,793
39,5410	-2,532
39,5810	-2,264
39,6210	-1,990
39,6610	-1,720
39,7010	-1,455
39,7410	-1,200
39,7810	-0,958
39,8210	-0,734
39,8610	-0,531
39,9010	-0,352
39,9410	-0,198
39,9810	-0,071
40,0210	0,025
40,0610	0,088
40,1010	0,119
40,1410	0,118
40,1810	0,082
40,2210	0,014
40,2610	-0,085
40,3010	-0,217
40,3410	-0,377
40,3810	-0,565
40,4210	-0,779
40,4610	-1,016
40,5010	-1,271
40,5410	-1,541
40,5810	-1,822
40,6210	-2,106
40,6610	-2,392
40,7010	-2,672
40,7410	-2,939
40,7810	-3,190
40,8210	-3,421
40,8610	-3,625
40,9010	-3,800
40,9410	-3,938
40,9810	-4,026
41,0210	-4,062
41,0610	-4,046
41,1010	-3,995
41,1410	-3,910
41,1810	-3,793
41,2210	-3,649
41,2610	-3,476
41,3010	-3,280
41,3410	-3,065
41,3810	-2,832
41,4210	-2,587
41,4610	-2,334
41,5010	-2,078
41,5410	-1,821
41,5810	-1,569
41,6210	-1,327
41,6610	-1,096
41,7010	-0,881
41,7410	-0,683
41,7810	-0,507
41,8210	-0,353
41,8610	-0,225
41,9010	-0,123
41,9410	-0,049
41,9810	-0,003
42,0210	0,011
42,0610	-0,003
42,1010	-0,049
42,1410	-0,123
42,1810	-0,226
42,2210	-0,358
42,2610	-0,517
42,3010	-0,701
42,3410	-0,908
42,3810	-1,137
42,4210	-1,381
42,4610	-1,638
42,5010	-1,905
42,5410	-2,176
42,5810	-2,444
42,6210	-2,708
42,6610	-2,961
42,7010	-3,197
42,7410	-3,410
42,7810	-3,596
42,8210	-3,746
42,8610	-3,856
42,9010	-3,921
42,9410	-3,936
42,9810	-3,913
43,0210	-3,870
43,0610	-3,806
43,1010	-3,720
43,1410	-3,607
43,1810	-3,467
43,2210	-3,302
43,2610	-3,115
43,3010	-2,911
43,3410	-2,688
43,3810	-2,454
43,4210	-2,210
43,4610	-1,960
43,5010	-1,709
43,5410	-1,462
43,5810	-1,221
43,6210	-0,990
43,6610	-0,771
43,7010	-0,570
43,7410	-0,388
43,7810	-0,229
43,8210	-0,097
43,8610	0,006
43,9010	0,080
43,9410	0,119
43,9810	0,126
44,0210	0,096
44,0610	0,031
44,1010	-0,068
44,1410	-0,203
44,1810	-0,369
44,2210	-0,567
44,2610	-0,795
44,3010	-1,048
44,3410	-1,321
44,3810	-1,612
44,4210	-1,912
44,4610	-2,220
44,5010	-2,526
44,5410	-2,824
44,5810	-3,110
44,6210	-3,376
44,6610	-3,618
44,7010	-3,828
44,7410	-4,002
44,7810	-4,125
44,8210	-4,196
44,8610	-4,214
44,9010	-4,186
44,9410	-4,120
44,9810	-4,018
45,0210	-3,883
45,0610	-3,717
45,1010	-3,520
45,1410	-3,297
45,1810	-3,049
45,2210	-2,783
45,2610	-2,502
45,3010	-2,213
45,3410	-1,921
45,3810	-1,630
45,4210	-1,346
45,4610	-1,073
45,5010	-0,815
45,5410	-0,578
45,5810	-0,366
45,6210	-0,179
45,6610	-0,022
45,7010	0,104
45,7410	0,193
45,7810	0,247
45,8210	0,261
45,8610	0,237
45,9010	0,178
45,9410	0,082
45,9810	-0,049
46,0210	-0,214
46,0610	-0,408
46,1010	-0,631
46,1410	-0,880
46,1810	-1,150
46,2210	-1,434
46,2610	-1,731
46,3010	-2,034
46,3410	-2,336
46,3810	-2,633
46,4210	-2,920
46,4610	-3,189
46,5010	-3,435
46,5410	-3,655
46,5810	-3,842
46,6210	-3,995
46,6610	-4,109
46,7010	-4,183
46,7410	-4,214
46,7810	-4,203
46,8210	-4,152
46,8610	-4,061
46,9010	-3,932
46,9410	-3,768
46,9810	-3,574
47,0210	-3,349
47,0610	-3,101
47,1010	-2,834
47,1410	-2,551
47,1810	-2,260
47,2210	-1,965
47,2610	-1,671
47,3010	-1,385
47,3410	-1,112
47,3810	-0,853
47,4210	-0,616
47,4610	-0,402
47,5010	-0,215
47,5410	-0,058
47,5810	0,068
47,6210	0,159
47,6610	0,214
47,7010	0,229
47,7410	0,207
47,7810	0,151
47,8210	0,060
47,8610	-0,063
47,9010	-0,218
47,9410	-0,404
47,9810	-0,616
48,0210	-0,851
48,0610	-1,109
48,1010	-1,381
48,1410	-1,663
48,1810	-1,954
48,2210	-2,245
48,2610	-2,532
48,3010	-2,809
48,3410	-3,071
48,3810	-3,313
48,4210	-3,530
48,4610	-3,718
48,5010	-3,874
48,5410	-3,993
48,5810	-4,076
48,6210	-4,119
48,6610	-4,122
48,7010	-4,086
48,7410	-4,013
48,7810	-3,905
48,8210	-3,765
48,8610	-3,596
48,9010	-3,396
48,9410	-3,175
48,9810	-2,933
49,0210	-2,675
49,0610	-2,406
49,1010	-2,132
49,1410	-1,857
49,1810	-1,585
49,2210	-1,321
49,2610	-1,070
49,3010	-0,834
49,3410	-0,617
49,3810	-0,424
49,4210	-0,256
49,4610	-0,115
49,5010	-0,003
49,5410	0,075
49,5810	0,123
49,6210	0,135
49,6610	0,115
49,7010	0,060
49,7410	-0,025
49,7810	-0,143
49,8210	-0,291
49,8610	-0,468
49,9010	-0,672
49,9410	-0,900
49,9810	-1,148
50,0210	-1,412
50,0610	-1,689
50,1010	-1,971
50,1410	-2,257
50,1810	-2,540
50,2210	-2,813
50,2610	-3,074
50,3010	-3,314
50,3410	-3,531
50,3810	-3,720
50,4210	-3,877
50,4610	-3,998
50,5010	-4,083
50,5410	-4,126
50,5810	-4,131
50,6210	-4,097
50,6610	-4,028
50,7010	-3,927
50,7410	-3,795
50,7810	-3,632
50,8210	-3,440
50,8610	-3,222
50,9010	-2,981
50,9410	-2,722
50,9810	-2,452
51,0210	-2,172
51,0610	-1,888
51,1010	-1,607
51,1410	-1,332
51,1810	-1,068
51,2210	-0,820
51,2610	-0,591
51,3010	-0,385
51,3410	-0,204
51,3810	-0,050
51,4210	0,071
51,4610	0,157
51,5010	0,210
51,5410	0,226
51,5810	0,204
51,6210	0,146
51,6610	0,053
51,7010	-0,074
51,7410	-0,232
51,7810	-0,424
51,8210	-0,644
51,8610	-0,888
51,9010	-1,153
51,9410	-1,434
51,9810	-1,726
52,0210	-2,026
52,0610	-2,326
52,1010	-2,620
52,1410	-2,904
52,1810	-3,171
52,2210	-3,416
52,2610	-3,635
52,3010	-3,823
52,3410	-3,976
52,3810	-4,090
52,4210	-4,164
52,4610	-4,197
52,5010	-4,189
52,5410	-4,139
52,5810	-4,051
52,6210	-3,925
52,6610	-3,765
52,7010	-3,574
52,7410	-3,354
52,7810	-3,110
52,8210	-2,848
52,8610	-2,570
52,9010	-2,284
52,9410	-1,995
52,9810	-1,706
53,0210	-1,425
53,0610	-1,153
53,1010	-0,898
53,1410	-0,663
53,1810	-0,449
53,2210	-0,262
53,2610	-0,104
53,3010	0,024
53,3410	0,118
53,3810	0,178
53,4210	0,201
53,4610	0,190
53,5010	0,143
53,5410	0,063
53,5810	-0,052
53,6210	-0,196
53,6610	-0,371
53,7010	-0,573
53,7410	-0,800
53,7810	-1,046
53,8210	-1,310
53,8610	-1,587
53,9010	-1,871
53,9410	-2,157
53,9810	-2,439
54,0210	-2,716
54,0610	-2,978
54,1010	-3,223
54,1410	-3,445
54,1810	-3,640
54,2210	-3,803
54,2610	-3,932
54,3010	-4,026
54,3410	-4,079
54,3810	-4,095
54,4210	-4,072
54,4610	-4,012
54,5010	-3,918
54,5410	-3,790
54,5810	-3,632
54,6210	-3,445
54,6610	-3,234
54,7010	-3,003
54,7410	-2,757
54,7810	-2,498
54,8210	-2,231
54,8610	-1,963
54,9010	-1,696
54,9410	-1,437
54,9810	-1,191
55,0210	-0,957
55,0610	-0,741
55,1010	-0,547
55,1410	-0,375
55,1810	-0,229
55,2210	-0,112
55,2610	-0,024
55,3010	0,035
55,3410	0,060
55,3810	0,053
55,4210	0,016
55,4610	-0,050
55,5010	-0,148
55,5410	-0,273
55,5810	-0,426
55,6210	-0,603
55,6610	-0,804
55,7010	-1,026
55,7410	-1,264
55,7810	-1,517
55,8210	-1,778
55,8610	-2,045
55,9010	-2,312
55,9410	-2,576
55,9810	-2,829
56,0210	-3,068
56,0610	-3,289
56,1010	-3,487
56,1410	-3,658
56,1810	-3,800
56,2210	-3,908
56,2610	-3,984
56,3010	-4,021
56,3410	-4,021
