Posizione angolare, Oscillazioni forzate 2.70 V
Tempo ( s )	Posizione angolare ( rad )
18,2526	-2,879
18,2926	-2,860
18,3326	-2,826
18,3726	-2,777
18,4126	-2,716
18,4526	-2,642
18,4926	-2,559
18,5326	-2,468
18,5726	-2,367
18,6126	-2,257
18,6526	-2,143
18,6926	-2,020
18,7326	-1,894
18,7726	-1,766
18,8126	-1,637
18,8526	-1,506
18,8926	-1,378
18,9326	-1,252
18,9726	-1,131
19,0126	-1,013
19,0526	-0,900
19,0926	-0,792
19,1326	-0,690
19,1726	-0,594
19,2126	-0,503
19,2526	-0,418
19,2926	-0,341
19,3326	-0,270
19,3726	-0,207
19,4126	-0,154
19,4526	-0,108
19,4926	-0,074
19,5326	-0,050
19,5726	-0,038
19,6126	-0,039
19,6526	-0,053
19,6926	-0,080
19,7326	-0,121
19,7726	-0,176
19,8126	-0,245
19,8526	-0,330
19,8926	-0,429
19,9326	-0,542
19,9726	-0,669
20,0126	-0,811
20,0526	-0,961
20,0926	-1,122
20,1326	-1,290
20,1726	-1,462
20,2126	-1,638
20,2526	-1,811
20,2926	-1,982
20,3326	-2,144
20,3726	-2,298
20,4126	-2,439
20,4526	-2,567
20,4926	-2,675
20,5326	-2,766
20,5726	-2,837
20,6126	-2,886
20,6526	-2,912
20,6926	-2,915
20,7326	-2,898
20,7726	-2,859
20,8126	-2,801
20,8526	-2,724
20,8926	-2,631
20,9326	-2,523
20,9726	-2,400
21,0126	-2,268
21,0526	-2,125
21,0926	-1,978
21,1326	-1,824
21,1726	-1,667
21,2126	-1,510
21,2526	-1,356
21,2926	-1,203
21,3326	-1,057
21,3726	-0,919
21,4126	-0,787
21,4526	-0,664
21,4926	-0,553
21,5326	-0,449
21,5726	-0,357
21,6126	-0,275
21,6526	-0,204
21,6926	-0,145
21,7326	-0,097
21,7726	-0,061
21,8126	-0,038
21,8526	-0,025
21,8926	-0,025
21,9326	-0,038
21,9726	-0,060
22,0126	-0,093
22,0526	-0,137
22,0926	-0,192
22,1326	-0,259
22,1726	-0,338
22,2126	-0,427
22,2526	-0,529
22,2926	-0,642
22,3326	-0,767
22,3726	-0,898
22,4126	-1,040
22,4526	-1,189
22,4926	-1,341
22,5326	-1,499
22,5726	-1,657
22,6126	-1,813
22,6526	-1,965
22,6926	-2,111
22,7326	-2,249
22,7726	-2,377
22,8126	-2,491
22,8526	-2,592
22,8926	-2,675
22,9326	-2,741
22,9726	-2,787
23,0126	-2,815
23,0526	-2,821
23,0926	-2,807
23,1326	-2,777
23,1726	-2,730
23,2126	-2,666
23,2526	-2,586
23,2926	-2,491
23,3326	-2,386
23,3726	-2,270
23,4126	-2,143
23,4526	-2,009
23,4926	-1,869
23,5326	-1,726
23,5726	-1,580
23,6126	-1,434
23,6526	-1,290
23,6926	-1,148
23,7326	-1,010
23,7726	-0,880
23,8126	-0,754
23,8526	-0,638
23,8926	-0,528
23,9326	-0,429
23,9726	-0,338
24,0126	-0,256
24,0526	-0,184
24,0926	-0,123
24,1326	-0,072
24,1726	-0,035
24,2126	-0,008
24,2526	0,006
24,2926	0,006
24,3326	-0,006
24,3726	-0,031
24,4126	-0,069
24,4526	-0,119
24,4926	-0,182
24,5326	-0,261
24,5726	-0,350
24,6126	-0,454
24,6526	-0,572
24,6926	-0,701
24,7326	-0,839
24,7726	-0,988
24,8126	-1,145
24,8526	-1,307
24,8926	-1,473
24,9326	-1,640
24,9726	-1,803
25,0126	-1,963
25,0526	-2,116
25,0926	-2,259
25,1326	-2,391
25,1726	-2,507
25,2126	-2,603
25,2526	-2,669
25,2926	-2,705
25,3326	-2,711
25,3726	-2,694
25,4126	-2,663
25,4526	-2,619
25,4926	-2,565
25,5326	-2,504
25,5726	-2,433
25,6126	-2,355
25,6526	-2,271
25,6926	-2,182
25,7326	-2,091
25,7726	-1,995
25,8126	-1,898
25,8526	-1,800
25,8926	-1,703
25,9326	-1,604
25,9726	-1,506
26,0126	-1,411
26,0526	-1,315
26,0926	-1,222
26,1326	-1,131
26,1726	-1,041
26,2126	-0,952
26,2526	-0,866
26,2926	-0,781
26,3326	-0,696
26,3726	-0,614
26,4126	-0,534
26,4526	-0,457
26,4926	-0,382
26,5326	-0,311
26,5726	-0,245
26,6126	-0,185
26,6526	-0,134
26,6926	-0,091
26,7326	-0,061
26,7726	-0,042
26,8126	-0,039
26,8526	-0,050
26,8926	-0,077
26,9326	-0,119
26,9726	-0,178
27,0126	-0,254
27,0526	-0,347
27,0926	-0,457
27,1326	-0,583
27,1726	-0,723
27,2126	-0,877
27,2526	-1,041
27,2926	-1,216
27,3326	-1,396
27,3726	-1,582
27,4126	-1,766
27,4526	-1,946
27,4926	-2,121
27,5326	-2,286
27,5726	-2,438
27,6126	-2,575
27,6526	-2,694
27,6926	-2,793
27,7326	-2,871
27,7726	-2,925
27,8126	-2,955
27,8526	-2,961
27,8926	-2,944
27,9326	-2,904
27,9726	-2,846
28,0126	-2,768
28,0526	-2,673
28,0926	-2,565
28,1326	-2,446
28,1726	-2,315
28,2126	-2,174
28,2526	-2,028
28,2926	-1,877
28,3326	-1,725
28,3726	-1,572
28,4126	-1,420
28,4526	-1,274
28,4926	-1,133
28,5326	-0,997
28,5726	-0,872
28,6126	-0,756
28,6526	-0,649
28,6926	-0,551
28,7326	-0,467
28,7726	-0,390
28,8126	-0,325
28,8526	-0,269
28,8926	-0,225
28,9326	-0,188
28,9726	-0,163
29,0126	-0,148
29,0526	-0,141
29,0926	-0,143
29,1326	-0,152
29,1726	-0,168
29,2126	-0,192
29,2526	-0,223
29,2926	-0,262
29,3326	-0,309
29,3726	-0,364
29,4126	-0,430
29,4526	-0,506
29,4926	-0,591
29,5326	-0,686
29,5726	-0,790
29,6126	-0,905
29,6526	-1,027
29,6926	-1,158
29,7326	-1,294
29,7726	-1,437
29,8126	-1,582
29,8526	-1,728
29,8926	-1,872
29,9326	-2,012
29,9726	-2,149
30,0126	-2,276
30,0526	-2,392
30,0926	-2,498
30,1326	-2,589
30,1726	-2,664
30,2126	-2,722
30,2526	-2,761
30,2926	-2,783
30,3326	-2,785
30,3726	-2,769
30,4126	-2,741
30,4526	-2,705
30,4926	-2,658
30,5326	-2,598
30,5726	-2,526
30,6126	-2,439
30,6526	-2,342
30,6926	-2,231
30,7326	-2,110
30,7726	-1,979
30,8126	-1,841
30,8526	-1,698
30,8926	-1,549
30,9326	-1,398
30,9726	-1,246
31,0126	-1,095
31,0526	-0,947
31,0926	-0,804
31,1326	-0,668
31,1726	-0,537
31,2126	-0,416
31,2526	-0,306
31,2926	-0,206
31,3326	-0,118
31,3726	-0,042
31,4126	0,019
31,4526	0,066
31,4926	0,096
31,5326	0,110
31,5726	0,108
31,6126	0,091
31,6526	0,060
31,6926	0,017
31,7326	-0,038
31,7726	-0,108
31,8126	-0,193
31,8526	-0,292
31,8926	-0,405
31,9326	-0,531
31,9726	-0,668
32,0126	-0,815
32,0526	-0,971
32,0926	-1,133
32,1326	-1,299
32,1726	-1,467
32,2126	-1,635
32,2526	-1,799
32,2926	-1,957
32,3326	-2,108
32,3726	-2,246
32,4126	-2,373
32,4526	-2,485
32,4926	-2,581
32,5326	-2,658
32,5726	-2,717
32,6126	-2,758
32,6526	-2,779
32,6926	-2,780
32,7326	-2,763
32,7726	-2,733
32,8126	-2,688
32,8526	-2,628
32,8926	-2,562
32,9326	-2,488
32,9726	-2,406
33,0126	-2,315
33,0526	-2,216
33,0926	-2,113
33,1326	-2,001
33,1726	-1,887
33,2126	-1,769
33,2526	-1,649
33,2926	-1,528
33,3326	-1,409
33,3726	-1,290
33,4126	-1,173
33,4526	-1,060
33,4926	-0,949
33,5326	-0,844
33,5726	-0,741
33,6126	-0,642
33,6526	-0,550
33,6926	-0,462
33,7326	-0,380
33,7726	-0,303
33,8126	-0,234
33,8526	-0,173
33,8926	-0,121
33,9326	-0,077
33,9726	-0,046
34,0126	-0,024
34,0526	-0,017
34,0926	-0,022
34,1326	-0,042
34,1726	-0,075
34,2126	-0,123
34,2526	-0,184
34,2926	-0,261
34,3326	-0,353
34,3726	-0,462
34,4126	-0,583
34,4526	-0,718
34,4926	-0,864
34,5326	-1,021
34,5726	-1,184
34,6126	-1,356
34,6526	-1,528
34,6926	-1,703
34,7326	-1,872
34,7726	-2,037
34,8126	-2,194
34,8526	-2,339
34,8926	-2,471
34,9326	-2,587
34,9726	-2,686
35,0126	-2,765
35,0526	-2,823
35,0926	-2,860
35,1326	-2,875
35,1726	-2,870
35,2126	-2,843
35,2526	-2,799
35,2926	-2,738
35,3326	-2,661
35,3726	-2,573
35,4126	-2,474
35,4526	-2,366
35,4926	-2,246
35,5326	-2,122
35,5726	-1,990
35,6126	-1,855
35,6526	-1,718
35,6926	-1,582
35,7326	-1,445
35,7726	-1,312
35,8126	-1,183
35,8526	-1,060
35,8926	-0,942
35,9326	-0,833
35,9726	-0,730
36,0126	-0,638
36,0526	-0,551
36,0926	-0,474
36,1326	-0,404
36,1726	-0,342
36,2126	-0,289
36,2526	-0,243
36,2926	-0,206
36,3326	-0,176
36,3726	-0,156
36,4126	-0,145
36,4526	-0,143
36,4926	-0,149
36,5326	-0,163
36,5726	-0,185
36,6126	-0,215
36,6526	-0,256
36,6926	-0,308
36,7326	-0,369
36,7726	-0,441
36,8126	-0,525
36,8526	-0,620
36,8926	-0,726
36,9326	-0,842
36,9726	-0,969
37,0126	-1,104
37,0526	-1,247
37,0926	-1,395
37,1326	-1,547
37,1726	-1,701
37,2126	-1,854
37,2526	-2,001
37,2926	-2,144
37,3326	-2,279
37,3726	-2,403
37,4126	-2,515
37,4526	-2,611
37,4926	-2,691
37,5326	-2,754
37,5726	-2,798
37,6126	-2,821
37,6526	-2,823
37,6926	-2,804
37,7326	-2,768
37,7726	-2,716
37,8126	-2,647
37,8526	-2,565
37,8926	-2,472
37,9326	-2,369
37,9726	-2,254
38,0126	-2,130
38,0526	-1,998
38,0926	-1,860
38,1326	-1,717
38,1726	-1,569
38,2126	-1,422
38,2526	-1,274
38,2926	-1,129
38,3326	-0,986
38,3726	-0,850
38,4126	-0,718
38,4526	-0,594
38,4926	-0,478
38,5326	-0,369
38,5726	-0,272
38,6126	-0,185
38,6526	-0,110
38,6926	-0,047
38,7326	0,003
38,7726	0,039
38,8126	0,060
38,8526	0,066
38,8926	0,057
38,9326	0,035
38,9726	-0,002
39,0126	-0,050
39,0526	-0,113
39,0926	-0,188
39,1326	-0,278
39,1726	-0,380
39,2126	-0,495
39,2526	-0,620
39,2926	-0,756
39,3326	-0,900
39,3726	-1,051
39,4126	-1,208
39,4526	-1,370
39,4926	-1,532
39,5326	-1,692
39,5726	-1,847
39,6126	-1,998
39,6526	-2,139
39,6926	-2,270
39,7326	-2,388
39,7726	-2,491
39,8126	-2,581
39,8526	-2,652
39,8926	-2,705
39,9326	-2,739
39,9726	-2,754
40,0126	-2,746
40,0526	-2,722
40,0926	-2,684
40,1326	-2,633
40,1726	-2,571
40,2126	-2,502
40,2526	-2,424
40,2926	-2,339
40,3326	-2,245
40,3726	-2,146
40,4126	-2,042
40,4526	-1,935
40,4926	-1,824
40,5326	-1,712
40,5726	-1,598
40,6126	-1,483
40,6526	-1,368
40,6926	-1,255
40,7326	-1,144
40,7726	-1,035
40,8126	-0,930
40,8526	-0,828
40,8926	-0,729
40,9326	-0,635
40,9726	-0,543
41,0126	-0,457
41,0526	-0,375
41,0926	-0,300
41,1326	-0,231
41,1726	-0,170
41,2126	-0,116
41,2526	-0,072
41,2926	-0,041
41,3326	-0,020
41,3726	-0,013
41,4126	-0,020
41,4526	-0,041
41,4926	-0,075
41,5326	-0,126
41,5726	-0,190
41,6126	-0,272
41,6526	-0,368
41,6926	-0,478
41,7326	-0,603
41,7726	-0,741
41,8126	-0,891
41,8526	-1,051
41,8926	-1,217
41,9326	-1,390
41,9726	-1,565
42,0126	-1,739
42,0526	-1,910
42,0926	-2,075
42,1326	-2,229
42,1726	-2,372
42,2126	-2,501
42,2526	-2,614
42,2926	-2,706
42,3326	-2,780
42,3726	-2,834
42,4126	-2,864
42,4526	-2,873
42,4926	-2,860
42,5326	-2,831
42,5726	-2,790
42,6126	-2,739
42,6526	-2,678
42,6926	-2,603
42,7326	-2,515
42,7726	-2,417
42,8126	-2,309
42,8526	-2,191
42,8926	-2,066
42,9326	-1,934
42,9726	-1,799
43,0126	-1,659
43,0526	-1,517
43,0926	-1,378
43,1326	-1,239
43,1726	-1,104
43,2126	-0,975
43,2526	-0,851
43,2926	-0,734
43,3326	-0,622
43,3726	-0,520
43,4126	-0,427
43,4526	-0,342
43,4926	-0,265
43,5326	-0,199
43,5726	-0,145
43,6126	-0,099
43,6526	-0,063
43,6926	-0,041
43,7326	-0,030
43,7726	-0,031
43,8126	-0,046
43,8526	-0,069
43,8926	-0,104
43,9326	-0,151
43,9726	-0,209
44,0126	-0,278
44,0526	-0,361
44,0926	-0,456
44,1326	-0,561
44,1726	-0,677
44,2126	-0,803
44,2526	-0,939
44,2926	-1,082
44,3326	-1,232
44,3726	-1,385
44,4126	-1,541
44,4526	-1,696
44,4926	-1,847
44,5326	-1,995
44,5726	-2,135
44,6126	-2,265
44,6526	-2,383
44,6926	-2,488
44,7326	-2,579
44,7726	-2,653
44,8126	-2,708
44,8526	-2,746
44,8926	-2,765
44,9326	-2,766
44,9726	-2,749
45,0126	-2,721
45,0526	-2,683
45,0926	-2,636
45,1326	-2,581
45,1726	-2,516
45,2126	-2,443
45,2526	-2,359
45,2926	-2,267
45,3326	-2,165
45,3726	-2,053
45,4126	-1,935
45,4526	-1,810
45,4926	-1,681
45,5326	-1,546
45,5726	-1,409
45,6126	-1,271
45,6526	-1,134
45,6926	-0,999
45,7326	-0,866
45,7726	-0,738
45,8126	-0,614
45,8526	-0,498
45,8926	-0,388
45,9326	-0,287
45,9726	-0,196
46,0126	-0,116
46,0526	-0,047
46,0926	0,009
46,1326	0,052
46,1726	0,079
46,2126	0,090
46,2526	0,083
46,2926	0,064
46,3326	0,030
46,3726	-0,017
46,4126	-0,080
46,4526	-0,159
46,4926	-0,251
46,5326	-0,360
46,5726	-0,482
46,6126	-0,616
46,6526	-0,760
46,6926	-0,916
46,7326	-1,078
46,7726	-1,246
46,8126	-1,417
46,8526	-1,588
46,8926	-1,758
46,9326	-1,923
46,9726	-2,078
47,0126	-2,224
47,0526	-2,358
47,0926	-2,477
47,1326	-2,581
47,1726	-2,666
47,2126	-2,732
47,2526	-2,777
47,2926	-2,794
47,3326	-2,788
47,3726	-2,761
47,4126	-2,719
47,4526	-2,664
47,4926	-2,600
47,5326	-2,527
47,5726	-2,447
47,6126	-2,359
47,6526	-2,264
47,6926	-2,161
47,7326	-2,056
47,7726	-1,948
47,8126	-1,838
47,8526	-1,726
47,8926	-1,615
47,9326	-1,503
47,9726	-1,393
48,0126	-1,286
48,0526	-1,181
48,0926	-1,081
48,1326	-0,982
48,1726	-0,888
48,2126	-0,796
48,2526	-0,710
48,2926	-0,625
48,3326	-0,545
48,3726	-0,470
48,4126	-0,397
48,4526	-0,330
48,4926	-0,267
48,5326	-0,210
48,5726	-0,162
48,6126	-0,121
48,6526	-0,090
48,6926	-0,069
48,7326	-0,063
48,7726	-0,069
48,8126	-0,088
48,8526	-0,121
48,8926	-0,168
48,9326	-0,231
48,9726	-0,311
49,0126	-0,405
49,0526	-0,515
49,0926	-0,641
49,1326	-0,779
49,1726	-0,931
49,2126	-1,093
49,2526	-1,264
49,2926	-1,442
49,3326	-1,621
49,3726	-1,802
49,4126	-1,978
49,4526	-2,147
49,4926	-2,309
49,5326	-2,457
49,5726	-2,590
49,6126	-2,706
49,6526	-2,802
49,6926	-2,873
49,7326	-2,912
49,7726	-2,915
49,8126	-2,893
49,8526	-2,851
49,8926	-2,791
49,9326	-2,714
49,9726	-2,625
50,0126	-2,523
50,0526	-2,411
50,0926	-2,289
50,1326	-2,160
50,1726	-2,025
50,2126	-1,887
50,2526	-1,745
50,2926	-1,604
50,3326	-1,466
50,3726	-1,329
50,4126	-1,197
50,4526	-1,071
50,4926	-0,952
50,5326	-0,840
50,5726	-0,737
50,6126	-0,639
50,6526	-0,553
50,6926	-0,473
50,7326	-0,401
50,7726	-0,336
50,8126	-0,280
50,8526	-0,231
50,8926	-0,192
50,9326	-0,160
50,9726	-0,137
51,0126	-0,123
51,0526	-0,119
51,0926	-0,126
51,1326	-0,140
51,1726	-0,163
51,2126	-0,198
51,2526	-0,243
51,2926	-0,302
51,3326	-0,369
51,3726	-0,451
51,4126	-0,545
51,4526	-0,650
51,4926	-0,770
51,5326	-0,897
51,5726	-1,037
51,6126	-1,183
51,6526	-1,337
51,6926	-1,495
51,7326	-1,657
51,7726	-1,817
51,8126	-1,974
51,8526	-2,125
51,8926	-2,270
51,9326	-2,402
51,9726	-2,523
52,0126	-2,626
52,0526	-2,714
52,0926	-2,783
52,1326	-2,834
52,1726	-2,860
52,2126	-2,864
52,2526	-2,843
52,2926	-2,805
52,3326	-2,750
52,3726	-2,678
52,4126	-2,593
52,4526	-2,498
52,4926	-2,391
52,5326	-2,273
52,5726	-2,146
52,6126	-2,009
52,6526	-1,868
52,6926	-1,723
52,7326	-1,574
52,7726	-1,425
52,8126	-1,275
52,8526	-1,131
52,8926	-0,990
52,9326	-0,855
52,9726	-0,726
53,0126	-0,605
53,0526	-0,493
53,0926	-0,390
53,1326	-0,297
53,1726	-0,214
53,2126	-0,143
53,2526	-0,083
53,2926	-0,035
53,3326	0,000
53,3726	0,020
53,4126	0,028
53,4526	0,022
53,4926	0,002
53,5326	-0,028
53,5726	-0,072
53,6126	-0,129
53,6526	-0,199
53,6926	-0,281
53,7326	-0,377
53,7726	-0,485
53,8126	-0,603
53,8526	-0,734
53,8926	-0,872
53,9326	-1,019
53,9726	-1,173
54,0126	-1,332
54,0526	-1,492
54,0926	-1,652
54,1326	-1,810
54,1726	-1,962
54,2126	-2,106
54,2526	-2,242
54,2926	-2,364
54,3326	-2,474
54,3726	-2,568
54,4126	-2,647
54,4526	-2,706
54,4926	-2,749
54,5326	-2,771
54,5726	-2,776
54,6126	-2,761
54,6526	-2,732
54,6926	-2,686
54,7326	-2,628
54,7726	-2,559
54,8126	-2,479
54,8526	-2,389
54,8926	-2,292
54,9326	-2,187
54,9726	-2,075
55,0126	-1,959
55,0526	-1,838
55,0926	-1,715
55,1326	-1,591
55,1726	-1,469
55,2126	-1,346
55,2526	-1,227
55,2926	-1,111
55,3326	-0,997
55,3726	-0,889
55,4126	-0,785
55,4526	-0,688
55,4926	-0,595
55,5326	-0,509
55,5726	-0,429
55,6126	-0,353
55,6526	-0,286
55,6926	-0,225
55,7326	-0,171
55,7726	-0,126
55,8126	-0,090
55,8526	-0,064
55,8926	-0,052
