Posizione angolare, Oscillazioni forzate 3.00 V
Tempo ( s )	Posizione angolare ( rad )
59,9096	2,293
59,9496	2,490
59,9896	2,670
60,0296	2,837
60,0696	2,985
60,1096	3,112
60,1496	3,220
60,1896	3,305
60,2296	3,368
60,2696	3,405
60,3096	3,420
60,3496	3,410
60,3896	3,376
60,4296	3,319
60,4696	3,244
60,5096	3,145
60,5496	3,025
60,5896	2,884
60,6296	2,722
60,6696	2,542
60,7096	2,345
60,7496	2,135
60,7896	1,913
60,8296	1,685
60,8696	1,453
60,9096	1,219
60,9496	0,990
60,9896	0,768
61,0296	0,558
61,0696	0,363
61,1096	0,187
61,1496	0,035
61,1896	-0,093
61,2296	-0,193
61,2696	-0,264
61,3096	-0,302
61,3496	-0,309
61,3896	-0,283
61,4296	-0,228
61,4696	-0,141
61,5096	-0,027
61,5496	0,115
61,5896	0,280
61,6296	0,467
61,6696	0,671
61,7096	0,889
61,7496	1,118
61,7896	1,356
61,8296	1,596
61,8696	1,835
61,9096	2,070
61,9496	2,298
61,9896	2,515
62,0296	2,717
62,0696	2,904
62,1096	3,072
62,1496	3,220
62,1896	3,346
62,2296	3,446
62,2696	3,520
62,3096	3,566
62,3496	3,580
62,3896	3,566
62,4296	3,523
62,4696	3,453
62,5096	3,355
62,5496	3,230
62,5896	3,080
62,6296	2,906
62,6696	2,710
62,7096	2,493
62,7496	2,262
62,7896	2,018
62,8296	1,766
62,8696	1,508
62,9096	1,252
62,9496	0,999
62,9896	0,756
63,0296	0,526
63,0696	0,314
63,1096	0,124
63,1496	-0,041
63,1896	-0,178
63,2296	-0,281
63,2696	-0,353
63,3096	-0,391
63,3496	-0,393
63,3896	-0,360
63,4296	-0,295
63,4696	-0,201
63,5096	-0,077
63,5496	0,074
63,5896	0,248
63,6296	0,445
63,6696	0,657
63,7096	0,883
63,7496	1,118
63,7896	1,360
63,8296	1,602
63,8696	1,841
63,9096	2,075
63,9496	2,300
63,9896	2,512
64,0296	2,710
64,0696	2,889
64,1096	3,050
64,1496	3,190
64,1896	3,308
64,2296	3,402
64,2696	3,470
64,3096	3,509
64,3496	3,522
64,3896	3,504
64,4296	3,462
64,4696	3,393
64,5096	3,300
64,5496	3,181
64,5896	3,038
64,6296	2,871
64,6696	2,684
64,7096	2,479
64,7496	2,259
64,7896	2,025
64,8296	1,784
64,8696	1,538
64,9096	1,291
64,9496	1,048
64,9896	0,811
65,0296	0,587
65,0696	0,379
65,1096	0,188
65,1496	0,024
65,1896	-0,116
65,2296	-0,226
65,2696	-0,303
65,3096	-0,349
65,3496	-0,358
65,3896	-0,336
65,4296	-0,281
65,4696	-0,195
65,5096	-0,079
65,5496	0,064
65,5896	0,231
65,6296	0,419
65,6696	0,627
65,7096	0,850
65,7496	1,084
65,7896	1,324
65,8296	1,569
65,8696	1,813
65,9096	2,050
65,9496	2,281
65,9896	2,499
66,0296	2,703
66,0696	2,892
66,1096	3,061
66,1496	3,209
66,1896	3,335
66,2296	3,437
66,2696	3,511
66,3096	3,558
66,3496	3,572
66,3896	3,553
66,4296	3,509
66,4696	3,435
66,5096	3,336
66,5496	3,211
66,5896	3,060
66,6296	2,887
66,6696	2,692
66,7096	2,479
66,7496	2,249
66,7896	2,009
66,8296	1,762
66,8696	1,513
66,9096	1,264
66,9496	1,021
66,9896	0,785
67,0296	0,565
67,0696	0,361
67,1096	0,178
67,1496	0,017
67,1896	-0,115
67,2296	-0,218
67,2696	-0,291
67,3096	-0,330
67,3496	-0,338
67,3896	-0,311
67,4296	-0,254
67,4696	-0,168
67,5096	-0,055
67,5496	0,086
67,5896	0,250
67,6296	0,432
67,6696	0,633
67,7096	0,847
67,7496	1,071
67,7896	1,301
67,8296	1,532
67,8696	1,761
67,9096	1,985
67,9496	2,201
67,9896	2,403
68,0296	2,593
68,0696	2,766
68,1096	2,922
68,1496	3,060
68,1896	3,176
68,2296	3,272
68,2696	3,344
68,3096	3,393
68,3496	3,415
68,3896	3,409
68,4296	3,379
68,4696	3,327
68,5096	3,253
68,5496	3,157
68,5896	3,041
68,6296	2,904
68,6696	2,749
68,7096	2,578
68,7496	2,391
68,7896	2,190
68,8296	1,979
68,8696	1,762
68,9096	1,541
68,9496	1,319
68,9896	1,101
69,0296	0,888
69,0696	0,686
69,1096	0,498
69,1496	0,327
69,1896	0,176
69,2296	0,047
69,2696	-0,057
69,3096	-0,134
69,3496	-0,184
69,3896	-0,203
69,4296	-0,193
69,4696	-0,156
69,5096	-0,091
69,5496	-0,002
69,5896	0,112
69,6296	0,248
69,6696	0,405
69,7096	0,578
69,7496	0,765
69,7896	0,964
69,8296	1,172
69,8696	1,384
69,9096	1,598
69,9496	1,810
69,9896	2,018
70,0296	2,220
70,0696	2,411
70,1096	2,590
70,1496	2,757
70,1896	2,908
70,2296	3,041
70,2696	3,156
70,3096	3,250
70,3496	3,324
70,3896	3,376
70,4296	3,402
70,4696	3,405
70,5096	3,385
70,5496	3,340
70,5896	3,272
70,6296	3,181
70,6696	3,068
70,7096	2,931
70,7496	2,776
70,7896	2,601
70,8296	2,410
70,8696	2,205
70,9096	1,990
70,9496	1,767
70,9896	1,539
71,0296	1,312
71,0696	1,085
71,1096	0,869
71,1496	0,661
71,1896	0,468
71,2296	0,294
71,2696	0,138
71,3096	0,008
71,3496	-0,096
71,3896	-0,173
71,4296	-0,220
71,4696	-0,237
71,5096	-0,225
71,5496	-0,184
71,5896	-0,115
71,6296	-0,020
71,6696	0,099
71,7096	0,239
71,7496	0,401
71,7896	0,578
71,8296	0,770
71,8696	0,972
71,9096	1,181
71,9496	1,393
71,9896	1,607
72,0296	1,819
72,0696	2,025
72,1096	2,224
72,1496	2,413
72,1896	2,590
72,2296	2,752
72,2696	2,900
72,3096	3,030
72,3496	3,142
72,3896	3,234
72,4296	3,305
72,4696	3,355
72,5096	3,382
72,5496	3,387
72,5896	3,366
72,6296	3,324
72,6696	3,258
72,7096	3,168
72,7496	3,057
72,7896	2,925
72,8296	2,772
72,8696	2,601
72,9096	2,413
72,9496	2,210
72,9896	1,998
73,0296	1,777
73,0696	1,550
73,1096	1,323
73,1496	1,098
73,1896	0,880
73,2296	0,672
73,2696	0,479
73,3096	0,305
73,3496	0,149
73,3896	0,017
73,4296	-0,088
73,4696	-0,167
73,5096	-0,215
73,5496	-0,234
73,5896	-0,225
73,6296	-0,184
73,6696	-0,116
73,7096	-0,022
73,7496	0,097
73,7896	0,239
73,8296	0,401
73,8696	0,580
73,9096	0,774
73,9496	0,982
73,9896	1,195
74,0296	1,415
74,0696	1,635
74,1096	1,854
74,1496	2,067
74,1896	2,275
74,2296	2,471
74,2696	2,655
74,3096	2,824
74,3496	2,978
74,3896	3,112
74,4296	3,228
74,4696	3,321
74,5096	3,391
74,5496	3,437
74,5896	3,457
74,6296	3,451
74,6696	3,420
74,7096	3,365
74,7496	3,285
74,7896	3,181
74,8296	3,054
74,8696	2,904
74,9096	2,735
74,9496	2,548
74,9896	2,344
75,0296	2,128
75,0696	1,902
75,1096	1,670
75,1496	1,436
75,1896	1,203
75,2296	0,975
75,2696	0,757
75,3096	0,553
75,3496	0,364
75,3896	0,195
75,4296	0,050
75,4696	-0,071
75,5096	-0,162
75,5496	-0,225
75,5896	-0,254
75,6296	-0,256
75,6696	-0,226
75,7096	-0,168
75,7496	-0,082
75,7896	0,030
75,8296	0,163
75,8696	0,319
75,9096	0,493
75,9496	0,683
75,9896	0,884
76,0296	1,095
76,0696	1,312
76,1096	1,530
76,1496	1,747
76,1896	1,959
76,2296	2,165
76,2696	2,361
76,3096	2,546
76,3496	2,717
76,3896	2,873
76,4296	3,011
76,4696	3,132
76,5096	3,234
76,5496	3,314
76,5896	3,373
76,6296	3,405
76,6696	3,416
76,7096	3,401
76,7496	3,362
76,7896	3,297
76,8296	3,211
76,8696	3,098
76,9096	2,963
76,9496	2,805
76,9896	2,628
77,0296	2,432
77,0696	2,220
77,1096	1,995
77,1496	1,761
77,1896	1,521
77,2296	1,279
77,2696	1,040
77,3096	0,809
77,3496	0,589
77,3896	0,383
77,4296	0,196
77,4696	0,033
77,5096	-0,105
77,5496	-0,215
77,5896	-0,294
77,6296	-0,339
77,6696	-0,353
77,7096	-0,331
77,7496	-0,280
77,7896	-0,195
77,8296	-0,082
77,8696	0,060
77,9096	0,226
77,9496	0,413
77,9896	0,620
78,0296	0,844
78,0696	1,078
78,1096	1,319
78,1496	1,565
78,1896	1,808
78,2296	2,048
78,2696	2,279
78,3096	2,499
78,3496	2,706
78,3896	2,895
78,4296	3,065
78,4696	3,212
78,5096	3,338
78,5496	3,437
78,5896	3,511
78,6296	3,555
78,6696	3,569
78,7096	3,553
78,7496	3,511
78,7896	3,440
78,8296	3,344
78,8696	3,222
78,9096	3,074
78,9496	2,904
78,9896	2,713
79,0296	2,504
79,0696	2,278
79,1096	2,040
79,1496	1,797
79,1896	1,547
79,2296	1,299
79,2696	1,052
79,3096	0,817
79,3496	0,594
79,3896	0,388
79,4296	0,201
79,4696	0,039
79,5096	-0,096
79,5496	-0,203
79,5896	-0,276
79,6296	-0,319
79,6696	-0,328
79,7096	-0,305
79,7496	-0,251
79,7896	-0,168
79,8296	-0,057
79,8696	0,079
79,9096	0,236
79,9496	0,413
79,9896	0,606
80,0296	0,812
80,0696	1,027
80,1096	1,247
80,1496	1,467
80,1896	1,685
80,2296	1,899
80,2696	2,103
80,3096	2,297
80,3496	2,477
80,3896	2,644
80,4296	2,791
80,4696	2,923
80,5096	3,038
80,5496	3,132
80,5896	3,206
80,6296	3,261
80,6696	3,296
80,7096	3,307
80,7496	3,297
80,7896	3,267
80,8296	3,220
80,8696	3,153
80,9096	3,066
80,9496	2,959
80,9896	2,835
81,0296	2,692
81,0696	2,532
81,1096	2,356
81,1496	2,168
81,1896	1,970
81,2296	1,762
81,2696	1,550
81,3096	1,335
81,3496	1,123
81,3896	0,914
81,4296	0,715
81,4696	0,526
81,5096	0,353
81,5496	0,198
81,5896	0,064
81,6296	-0,044
81,6696	-0,127
81,7096	-0,184
81,7496	-0,210
81,7896	-0,207
81,8296	-0,176
81,8696	-0,116
81,9096	-0,030
81,9496	0,082
81,9896	0,217
82,0296	0,374
82,0696	0,550
82,1096	0,741
82,1496	0,946
82,1896	1,161
82,2296	1,381
82,2696	1,604
82,3096	1,827
82,3496	2,044
82,3896	2,256
82,4296	2,457
82,4696	2,647
82,5096	2,823
82,5496	2,981
82,5896	3,121
82,6296	3,242
82,6696	3,340
82,7096	3,415
82,7496	3,464
82,7896	3,486
82,8296	3,481
82,8696	3,449
82,9096	3,393
82,9496	3,313
82,9896	3,208
83,0296	3,080
83,0696	2,930
83,1096	2,757
83,1496	2,567
83,1896	2,358
83,2296	2,138
83,2696	1,907
83,3096	1,668
83,3496	1,429
83,3896	1,189
83,4296	0,957
83,4696	0,732
83,5096	0,522
83,5496	0,328
83,5896	0,156
83,6296	0,006
83,6696	-0,116
83,7096	-0,209
83,7496	-0,272
83,7896	-0,302
83,8296	-0,300
83,8696	-0,267
83,9096	-0,206
83,9496	-0,115
83,9896	0,003
84,0296	0,145
84,0696	0,306
84,1096	0,487
84,1496	0,683
84,1896	0,891
84,2296	1,106
84,2696	1,326
84,3096	1,546
84,3496	1,764
84,3896	1,976
84,4296	2,180
84,4696	2,373
84,5096	2,553
84,5496	2,716
84,5896	2,864
84,6296	2,992
84,6696	3,102
84,7096	3,192
84,7496	3,259
84,7896	3,307
84,8296	3,332
84,8696	3,335
84,9096	3,316
84,9496	3,277
84,9896	3,219
85,0296	3,140
85,0696	3,043
85,1096	2,925
85,1496	2,791
85,1896	2,639
85,2296	2,472
85,2696	2,292
85,3096	2,099
85,3496	1,898
85,3896	1,690
85,4296	1,480
85,4696	1,269
85,5096	1,060
85,5496	0,859
85,5896	0,668
85,6296	0,490
85,6696	0,328
85,7096	0,185
85,7496	0,063
85,7896	-0,035
85,8296	-0,105
85,8696	-0,151
85,9096	-0,167
85,9496	-0,154
85,9896	-0,116
86,0296	-0,050
86,0696	0,039
86,1096	0,152
86,1496	0,287
86,1896	0,443
86,2296	0,614
86,2696	0,800
86,3096	0,997
86,3496	1,203
86,3896	1,414
86,4296	1,626
86,4696	1,838
86,5096	2,045
86,5496	2,246
86,5896	2,438
86,6296	2,619
86,6696	2,787
86,7096	2,939
86,7496	3,074
86,7896	3,189
86,8296	3,285
86,8696	3,358
86,9096	3,410
86,9496	3,435
86,9896	3,435
87,0296	3,410
87,0696	3,360
87,1096	3,285
87,1496	3,186
87,1896	3,061
87,2296	2,914
87,2696	2,746
87,3096	2,557
87,3496	2,353
87,3896	2,133
87,4296	1,904
87,4696	1,665
87,5096	1,425
87,5496	1,184
87,5896	0,950
87,6296	0,724
87,6696	0,514
87,7096	0,319
87,7496	0,146
87,7896	-0,003
87,8296	-0,126
87,8696	-0,220
87,9096	-0,281
87,9496	-0,311
87,9896	-0,309
88,0296	-0,275
88,0696	-0,212
88,1096	-0,119
88,1496	0,002
88,1896	0,146
88,2296	0,313
88,2696	0,498
88,3096	0,701
88,3496	0,914
88,3896	1,137
88,4296	1,367
88,4696	1,596
88,5096	1,824
88,5496	2,045
88,5896	2,260
88,6296	2,465
88,6696	2,655
88,7096	2,829
88,7496	2,985
88,7896	3,123
88,8296	3,239
88,8696	3,333
88,9096	3,404
88,9496	3,449
88,9896	3,468
89,0296	3,464
89,0696	3,431
89,1096	3,374
89,1496	3,294
89,1896	3,189
89,2296	3,060
89,2696	2,911
89,3096	2,741
89,3496	2,553
89,3896	2,350
89,4296	2,133
89,4696	1,909
89,5096	1,678
89,5496	1,444
89,5896	1,211
89,6296	0,985
89,6696	0,767
89,7096	0,562
89,7496	0,374
89,7896	0,206
89,8296	0,060
89,8696	-0,060
89,9096	-0,152
89,9496	-0,214
89,9896	-0,247
90,0296	-0,248
90,0696	-0,220
90,1096	-0,163
90,1496	-0,079
90,1896	0,031
90,2296	0,163
90,2696	0,317
90,3096	0,490
90,3496	0,677
90,3896	0,877
90,4296	1,084
90,4696	1,297
90,5096	1,513
90,5496	1,726
90,5896	1,937
90,6296	2,139
90,6696	2,331
90,7096	2,512
90,7496	2,680
90,7896	2,832
90,8296	2,966
90,8696	3,083
90,9096	3,181
90,9496	3,259
90,9896	3,316
91,0296	3,351
91,0696	3,362
91,1096	3,352
91,1496	3,319
91,1896	3,264
91,2296	3,189
91,2696	3,090
91,3096	2,972
91,3496	2,835
91,3896	2,678
91,4296	2,505
91,4696	2,318
91,5096	2,117
91,5496	1,909
91,5896	1,693
91,6296	1,473
91,6696	1,255
91,7096	1,038
91,7496	0,829
91,7896	0,633
91,8296	0,449
91,8696	0,284
91,9096	0,138
91,9496	0,016
91,9896	-0,082
92,0296	-0,151
92,0696	-0,192
92,1096	-0,204
92,1496	-0,187
92,1896	-0,143
92,2296	-0,071
92,2696	0,025
92,3096	0,146
92,3496	0,289
92,3896	0,449
92,4296	0,627
92,4696	0,818
92,5096	1,021
92,5496	1,230
92,5896	1,444
92,6296	1,657
92,6696	1,869
92,7096	2,077
92,7496	2,276
92,7896	2,465
92,8296	2,642
92,8696	2,805
92,9096	2,955
92,9496	3,085
92,9896	3,197
93,0296	3,288
93,0696	3,358
93,1096	3,404
93,1496	3,426
93,1896	3,424
93,2296	3,396
93,2696	3,343
93,3096	3,266
93,3496	3,162
93,3896	3,036
93,4296	2,887
93,4696	2,716
93,5096	2,524
93,5496	2,315
93,5896	2,094
93,6296	1,861
93,6696	1,621
93,7096	1,378
93,7496	1,136
93,7896	0,898
93,8296	0,671
93,8696	0,456
93,9096	0,258
93,9496	0,082
93,9896	-0,069
94,0296	-0,193
94,0696	-0,286
94,1096	-0,346
94,1496	-0,372
94,1896	-0,364
94,2296	-0,322
94,2696	-0,250
94,3096	-0,146
94,3496	-0,013
94,3896	0,146
94,4296	0,327
94,4696	0,529
94,5096	0,749
94,5496	0,982
94,5896	1,222
94,6296	1,467
94,6696	1,714
94,7096	1,959
94,7496	2,196
94,7896	2,424
94,8296	2,637
94,8696	2,837
94,9096	3,018
94,9496	3,176
94,9896	3,314
95,0296	3,426
95,0696	3,512
95,1096	3,570
95,1496	3,599
95,1896	3,597
95,2296	3,567
95,2696	3,508
95,3096	3,421
95,3496	3,305
95,3896	3,164
95,4296	2,996
95,4696	2,805
95,5096	2,595
95,5496	2,367
95,5896	2,125
95,6296	1,874
95,6696	1,615
95,7096	1,356
95,7496	1,098
95,7896	0,847
95,8296	0,609
95,8696	0,388
95,9096	0,187
95,9496	0,009
95,9896	-0,140
96,0296	-0,258
96,0696	-0,344
96,1096	-0,394
96,1496	-0,410
96,1896	-0,391
96,2296	-0,338
96,2696	-0,253
96,3096	-0,138
96,3496	0,005
96,3896	0,174
96,4296	0,364
96,4696	0,573
96,5096	0,798
96,5496	1,034
96,5896	1,277
96,6296	1,522
96,6696	1,766
96,7096	2,004
96,7496	2,235
96,7896	2,455
96,8296	2,659
96,8696	2,849
96,9096	3,018
96,9496	3,167
96,9896	3,292
97,0296	3,394
97,0696	3,470
97,1096	3,520
97,1496	3,541
97,1896	3,536
97,2296	3,501
97,2696	3,442
97,3096	3,355
97,3496	3,242
97,3896	3,105
97,4296	2,945
97,4696	2,763
97,5096	2,562
97,5496	2,345
97,5896	2,116
97,6296	1,877
97,6696	1,632
97,7096	1,385
97,7496	1,140
97,7896	0,903
97,8296	0,677
97,8696	0,465
97,9096	0,272
97,9496	0,101
97,9896	-0,046
98,0296	-0,165
98,0696	-0,253
98,1096	-0,309
98,1496	-0,333
98,1896	-0,325
98,2296	-0,283
98,2696	-0,212
98,3096	-0,110
98,3496	0,017
98,3896	0,171
98,4296	0,347
98,4696	0,542
98,5096	0,752
98,5496	0,977
98,5896	1,208
98,6296	1,445
98,6696	1,682
98,7096	1,918
98,7496	2,147
98,7896	2,369
98,8296	2,576
98,8696	2,771
98,9096	2,948
98,9496	3,107
98,9896	3,244
99,0296	3,358
99,0696	3,448
99,1096	3,512
99,1496	3,547
99,1896	3,550
99,2296	3,523
99,2696	3,468
99,3096	3,385
99,3496	3,275
99,3896	3,138
99,4296	2,977
99,4696	2,793
99,5096	2,589
99,5496	2,367
99,5896	2,132
99,6296	1,885
99,6696	1,634
99,7096	1,378
99,7496	1,126
99,7896	0,880
99,8296	0,644
99,8696	0,426
99,9096	0,225
99,9496	0,047
99,9896	-0,104
100,0296	-0,226
100,0696	-0,316
100,1096	-0,372
100,1496	-0,393
100,1896	-0,380
100,2296	-0,335
100,2696	-0,256
100,3096	-0,149
100,3496	-0,013
100,3896	0,148
100,4296	0,331
100,4696	0,534
100,5096	0,751
100,5496	0,980
100,5896	1,216
100,6296	1,455
100,6696	1,693
100,7096	1,929
100,7496	2,157
100,7896	2,375
100,8296	2,579
100,8696	2,769
100,9096	2,941
100,9496	3,093
100,9896	3,225
101,0296	3,333
101,0696	3,418
101,1096	3,478
101,1496	3,511
101,1896	3,515
101,2296	3,492
101,2696	3,443
101,3096	3,368
101,3496	3,267
101,3896	3,140
101,4296	2,991
101,4696	2,820
101,5096	2,626
101,5496	2,417
101,5896	2,193
101,6296	1,957
101,6696	1,715
101,7096	1,467
101,7496	1,221
101,7896	0,979
101,8296	0,743
101,8696	0,522
101,9096	0,317
101,9496	0,132
101,9896	-0,030
102,0296	-0,163
102,0696	-0,267
102,1096	-0,339
102,1496	-0,379
102,1896	-0,382
102,2296	-0,352
102,2696	-0,287
102,3096	-0,192
102,3496	-0,066
102,3896	0,090
102,4296	0,270
102,4696	0,474
102,5096	0,699
102,5496	0,939
102,5896	1,191
102,6296	1,451
102,6696	1,717
102,7096	1,982
102,7496	2,243
102,7896	2,496
102,8296	2,738
102,8696	2,964
102,9096	3,171
102,9496	3,357
102,9896	3,517
103,0296	3,647
103,0696	3,746
103,1096	3,811
103,1496	3,837
103,1896	3,825
103,2296	3,773
103,2696	3,685
103,3096	3,558
103,3496	3,394
103,3896	3,197
103,4296	2,967
103,4696	2,711
103,5096	2,430
103,5496	2,132
103,5896	1,821
103,6296	1,503
103,6696	1,184
103,7096	0,869
103,7496	0,562
103,7896	0,273
103,8296	0,006
103,8696	-0,232
103,9096	-0,438
103,9496	-0,606
103,9896	-0,730
104,0296	-0,809
104,0696	-0,840
104,1096	-0,823
104,1496	-0,760
104,1896	-0,649
104,2296	-0,496
104,2696	-0,302
104,3096	-0,072
104,3496	0,190
104,3896	0,481
104,4296	0,792
104,4696	1,118
104,5096	1,455
104,5496	1,792
104,5896	2,128
104,6296	2,455
104,6696	2,768
104,7096	3,060
104,7496	3,327
104,7896	3,563
104,8296	3,764
104,8696	3,927
104,9096	4,050
104,9496	4,126
104,9896	4,159
105,0296	4,145
105,0696	4,086
105,1096	3,982
105,1496	3,836
105,1896	3,652
105,2296	3,432
105,2696	3,181
105,3096	2,903
105,3496	2,601
105,3896	2,286
105,4296	1,970
105,4696	1,656
105,5096	1,348
105,5496	1,051
105,5896	0,771
105,6296	0,507
105,6696	0,265
105,7096	0,049
105,7496	-0,140
105,7896	-0,297
105,8296	-0,418
105,8696	-0,501
105,9096	-0,545
105,9496	-0,550
105,9896	-0,517
106,0296	-0,446
106,0696	-0,342
106,1096	-0,206
106,1496	-0,041
106,1896	0,149
106,2296	0,361
106,2696	0,591
106,3096	0,834
106,3496	1,084
106,3896	1,340
106,4296	1,594
106,4696	1,844
106,5096	2,084
106,5496	2,314
106,5896	2,527
106,6296	2,722
106,6696	2,898
106,7096	3,052
106,7496	3,182
106,7896	3,288
106,8296	3,368
106,8696	3,423
106,9096	3,451
106,9496	3,454
106,9896	3,431
107,0296	3,387
107,0696	3,321
107,1096	3,236
107,1496	3,129
107,1896	3,003
107,2296	2,857
107,2696	2,695
107,3096	2,518
107,3496	2,326
107,3896	2,124
107,4296	1,915
107,4696	1,701
107,5096	1,488
107,5496	1,275
107,5896	1,070
107,6296	0,873
107,6696	0,690
107,7096	0,517
107,7496	0,360
107,7896	0,221
107,8296	0,104
107,8696	0,008
107,9096	-0,064
107,9496	-0,110
107,9896	-0,129
108,0296	-0,121
108,0696	-0,086
108,1096	-0,027
108,1496	0,058
108,1896	0,167
108,2296	0,297
108,2696	0,448
108,3096	0,616
108,3496	0,800
108,3896	0,997
108,4296	1,205
108,4696	1,418
108,5096	1,638
108,5496	1,858
108,5896	2,078
108,6296	2,292
108,6696	2,499
108,7096	2,697
108,7496	2,882
108,7896	3,052
108,8296	3,203
108,8696	3,333
108,9096	3,442
108,9496	3,522
108,9896	3,575
109,0296	3,597
109,0696	3,589
109,1096	3,548
109,1496	3,478
109,1896	3,380
109,2296	3,255
109,2696	3,098
109,3096	2,912
109,3496	2,700
109,3896	2,465
109,4296	2,209
109,4696	1,937
109,5096	1,654
109,5496	1,367
109,5896	1,078
109,6296	0,796
109,6696	0,526
109,7096	0,273
109,7496	0,041
109,7896	-0,165
109,8296	-0,339
109,8696	-0,479
109,9096	-0,580
109,9496	-0,639
109,9896	-0,657
110,0296	-0,631
110,0696	-0,565
110,1096	-0,459
110,1496	-0,316
110,1896	-0,138
110,2296	0,072
110,2696	0,308
110,3096	0,567
110,3496	0,842
110,3896	1,131
110,4296	1,428
110,4696	1,725
110,5096	2,017
110,5496	2,303
110,5896	2,573
110,6296	2,826
110,6696	3,057
110,7096	3,263
110,7496	3,440
110,7896	3,586
110,8296	3,698
110,8696	3,776
110,9096	3,817
110,9496	3,820
110,9896	3,787
111,0296	3,723
111,0696	3,630
111,1096	3,508
111,1496	3,360
111,1896	3,184
111,2296	2,986
111,2696	2,768
111,3096	2,537
111,3496	2,298
111,3896	2,059
111,4296	1,824
111,4696	1,596
111,5096	1,376
111,5496	1,167
111,5896	0,969
111,6296	0,784
111,6696	0,611
111,7096	0,452
111,7496	0,311
111,7896	0,188
111,8296	0,088
111,8696	0,009
111,9096	-0,046
111,9496	-0,074
111,9896	-0,079
112,0296	-0,057
112,0696	-0,011
112,1096	0,057
112,1496	0,148
112,1896	0,259
112,2296	0,390
112,2696	0,537
112,3096	0,699
112,3496	0,875
112,3896	1,062
112,4296	1,257
112,4696	1,455
112,5096	1,657
112,5496	1,858
112,5896	2,058
112,6296	2,251
112,6696	2,439
112,7096	2,617
112,7496	2,783
112,7896	2,937
112,8296	3,076
112,8696	3,195
112,9096	3,296
112,9496	3,374
112,9896	3,429
113,0296	3,457
113,0696	3,459
113,1096	3,434
113,1496	3,382
113,1896	3,302
113,2296	3,197
113,2696	3,063
113,3096	2,904
113,3496	2,721
113,3896	2,513
113,4296	2,289
113,4696	2,047
113,5096	1,794
113,5496	1,535
113,5896	1,272
113,6296	1,013
113,6696	0,760
113,7096	0,522
113,7496	0,298
113,7896	0,097
113,8296	-0,080
113,8696	-0,228
113,9096	-0,344
113,9496	-0,424
113,9896	-0,468
114,0296	-0,474
114,0696	-0,443
114,1096	-0,375
114,1496	-0,275
114,1896	-0,141
114,2296	0,022
114,2696	0,212
114,3096	0,426
114,3496	0,660
114,3896	0,909
114,4296	1,170
114,4696	1,439
114,5096	1,707
114,5496	1,974
114,5896	2,235
114,6296	2,485
114,6696	2,721
114,7096	2,939
114,7496	3,135
114,7896	3,308
114,8296	3,456
114,8696	3,574
114,9096	3,660
114,9496	3,710
114,9896	3,724
115,0296	3,706
115,0696	3,654
115,1096	3,572
115,1496	3,465
115,1896	3,332
115,2296	3,170
115,2696	2,983
115,3096	2,772
115,3496	2,545
115,3896	2,304
115,4296	2,058
115,4696	1,810
115,5096	1,563
115,5496	1,324
115,5896	1,093
115,6296	0,873
115,6696	0,666
115,7096	0,471
115,7496	0,294
115,7896	0,138
115,8296	0,003
115,8696	-0,104
115,9096	-0,185
115,9496	-0,236
115,9896	-0,256
116,0296	-0,247
116,0696	-0,206
116,1096	-0,137
116,1496	-0,041
116,1896	0,082
116,2296	0,228
116,2696	0,394
116,3096	0,580
116,3496	0,782
116,3896	0,996
116,4296	1,221
116,4696	1,450
116,5096	1,681
116,5496	1,912
116,5896	2,138
116,6296	2,358
116,6696	2,567
116,7096	2,763
116,7496	2,944
116,7896	3,107
116,8296	3,248
116,8696	3,369
116,9096	3,465
116,9496	3,534
116,9896	3,574
117,0296	3,585
117,0696	3,564
117,1096	3,514
117,1496	3,438
117,1896	3,335
117,2296	3,204
117,2696	3,046
117,3096	2,860
117,3496	2,652
117,3896	2,422
117,4296	2,177
117,4696	1,918
117,5096	1,649
117,5496	1,378
117,5896	1,107
117,6296	0,844
117,6696	0,592
117,7096	0,355
117,7496	0,140
117,7896	-0,052
117,8296	-0,215
117,8696	-0,347
117,9096	-0,443
117,9496	-0,501
117,9896	-0,523
118,0296	-0,506
118,0696	-0,451
118,1096	-0,360
118,1496	-0,236
118,1896	-0,080
118,2296	0,105
118,2696	0,314
118,3096	0,545
118,3496	0,793
118,3896	1,054
118,4296	1,323
118,4696	1,594
118,5096	1,865
118,5496	2,130
118,5896	2,384
118,6296	2,626
118,6696	2,851
118,7096	3,055
118,7496	3,237
118,7896	3,393
118,8296	3,520
118,8696	3,618
118,9096	3,685
118,9496	3,718
118,9896	3,720
119,0296	3,688
119,0696	3,624
119,1096	3,528
119,1496	3,402
119,1896	3,247
119,2296	3,065
119,2696	2,859
119,3096	2,631
119,3496	2,386
119,3896	2,128
119,4296	1,871
119,4696	1,616
119,5096	1,370
119,5496	1,136
119,5896	0,911
119,6296	0,699
119,6696	0,501
119,7096	0,319
119,7496	0,159
119,7896	0,022
119,8296	-0,090
119,8696	-0,174
119,9096	-0,228
119,9496	-0,251
119,9896	-0,247
120,0296	-0,210
120,0696	-0,146
120,1096	-0,053
120,1496	0,063
120,1896	0,203
120,2296	0,364
120,2696	0,543
120,3096	0,740
120,3496	0,947
120,3896	1,164
120,4296	1,385
120,4696	1,610
120,5096	1,833
120,5496	2,051
120,5896	2,264
120,6296	2,466
120,6696	2,655
120,7096	2,831
