# Posizione angolare. Oscillazioni forzate 3.50 V
# Tempo ( s )	Posizione angolare ( rad )
9.1319	5.369
9.1719	5.180
9.2119	4.920
9.2519	4.595
9.2919	4.210
9.3319	3.773
9.3719	3.296
9.4119	2.790
9.4519	2.271
9.4919	1.756
9.5319	1.253
9.5719	0.767
9.6119	0.305
9.6519	-0.123
9.6919	-0.506
9.7319	-0.837
9.7719	-1.106
9.8119	-1.307
9.8519	-1.437
9.8919	-1.491
9.9319	-1.469
9.9719	-1.371
10.0119	-1.202
10.0519	-0.964
10.0919	-0.663
10.1319	-0.306
10.1719	0.099
10.2119	0.545
10.2519	1.019
10.2919	1.513
10.3319	2.017
10.3719	2.518
10.4119	3.010
10.4519	3.479
10.4919	3.918
10.5319	4.315
10.5719	4.665
10.6119	4.959
10.6519	5.188
10.6919	5.350
10.7319	5.441
10.7719	5.457
10.8119	5.397
10.8519	5.264
10.8919	5.058
10.9319	4.785
10.9719	4.447
11.0119	4.054
11.0519	3.613
11.0919	3.137
11.1319	2.637
11.1719	2.130
11.2119	1.629
11.2519	1.140
11.2919	0.671
11.3319	0.226
11.3719	-0.184
11.4119	-0.548
11.4519	-0.859
11.4919	-1.107
11.5319	-1.290
11.5719	-1.401
11.6119	-1.437
11.6519	-1.398
11.6919	-1.286
11.7319	-1.106
11.7719	-0.858
11.8119	-0.550
11.8519	-0.188
11.8919	0.218
11.9319	0.663
11.9719	1.133
12.0119	1.621
12.0519	2.116
12.0919	2.608
12.1319	3.085
12.1719	3.541
12.2119	3.963
12.2519	4.346
12.2919	4.679
12.3319	4.956
12.3719	5.171
12.4119	5.319
12.4519	5.396
12.4919	5.399
12.5319	5.328
12.5719	5.185
12.6119	4.972
12.6519	4.692
12.6919	4.351
12.7319	3.957
12.7719	3.515
12.8119	3.039
12.8519	2.543
12.8919	2.040
12.9319	1.544
12.9719	1.062
13.0119	0.595
13.0519	0.157
13.0919	-0.245
13.1319	-0.600
13.1719	-0.902
13.2119	-1.140
13.2519	-1.312
13.2919	-1.411
13.3319	-1.436
13.3719	-1.387
13.4119	-1.264
13.4519	-1.071
13.4919	-0.814
13.5319	-0.495
13.5719	-0.124
13.6119	0.292
13.6519	0.745
13.6919	1.224
13.7319	1.718
13.7719	2.218
13.8119	2.714
13.8519	3.195
13.8919	3.652
13.9319	4.076
13.9719	4.456
14.0119	4.785
14.0519	5.056
14.0919	5.262
14.1319	5.397
14.1719	5.460
14.2119	5.446
14.2519	5.358
14.2919	5.195
14.3319	4.959
14.3719	4.657
14.4119	4.293
14.4519	3.875
14.4919	3.413
14.5319	2.919
14.5719	2.405
14.6119	1.891
14.6519	1.384
14.6919	0.892
14.7319	0.421
14.7719	-0.020
14.8119	-0.418
14.8519	-0.765
14.8919	-1.052
14.9319	-1.272
14.9719	-1.422
15.0119	-1.495
15.0519	-1.491
15.0919	-1.411
15.1319	-1.258
15.1719	-1.035
15.2119	-0.748
15.2519	-0.401
15.2919	-0.003
15.3319	0.437
15.3719	0.908
15.4119	1.403
15.4519	1.909
15.4919	2.416
15.5319	2.914
15.5719	3.393
15.6119	3.844
15.6519	4.257
15.6919	4.621
15.7319	4.931
15.7719	5.177
15.8119	5.356
15.8519	5.463
15.8919	5.495
15.9319	5.448
15.9719	5.327
16.0119	5.132
16.0519	4.866
16.0919	4.535
16.1319	4.145
16.1719	3.706
16.2119	3.226
16.2519	2.719
16.2919	2.201
16.3319	1.685
16.3719	1.180
16.4119	0.691
16.4519	0.226
16.4919	-0.201
16.5319	-0.584
16.5719	-0.909
16.6119	-1.173
16.6519	-1.367
16.6919	-1.486
16.7319	-1.528
16.7719	-1.492
16.8119	-1.382
16.8519	-1.199
16.8919	-0.946
16.9319	-0.630
16.9719	-0.258
17.0119	0.163
17.0519	0.622
17.0919	1.109
17.1319	1.615
17.1719	2.127
17.2119	2.637
17.2519	3.134
17.2919	3.608
17.3319	4.048
17.3719	4.445
17.4119	4.791
17.4519	5.077
17.4919	5.297
17.5319	5.446
17.5719	5.520
17.6119	5.517
17.6519	5.437
17.6919	5.281
17.7319	5.052
17.7719	4.753
17.8119	4.390
17.8519	3.973
17.8919	3.509
17.9319	3.010
17.9719	2.491
18.0119	1.968
18.0519	1.450
18.0919	0.946
18.1319	0.462
18.1719	0.009
18.2119	-0.402
18.2519	-0.762
18.2919	-1.065
18.3319	-1.299
18.3719	-1.462
18.4119	-1.549
18.4519	-1.557
18.4919	-1.488
18.5319	-1.341
18.5719	-1.123
18.6119	-0.837
18.6519	-0.490
18.6919	-0.091
18.7319	0.353
18.7719	0.833
18.8119	1.337
18.8519	1.855
18.8919	2.377
18.9319	2.890
18.9719	3.387
19.0119	3.855
19.0519	4.284
19.0919	4.664
19.1319	4.989
19.1719	5.248
19.2119	5.438
19.2519	5.553
19.2919	5.589
19.3319	5.546
19.3719	5.424
19.4119	5.226
19.4519	4.954
19.4919	4.613
19.5319	4.213
19.5719	3.759
19.6119	3.263
19.6519	2.739
19.6919	2.204
19.7319	1.670
19.7719	1.145
19.8119	0.639
19.8519	0.159
19.8919	-0.284
19.9319	-0.680
19.9719	-1.018
20.0119	-1.290
20.0519	-1.488
20.0919	-1.610
20.1319	-1.649
20.1719	-1.607
20.2119	-1.486
20.2519	-1.288
20.2919	-1.019
20.3319	-0.686
20.3719	-0.294
20.4119	0.146
20.4519	0.625
20.4919	1.134
20.5319	1.659
20.5719	2.191
20.6119	2.717
20.6519	3.230
20.6919	3.715
20.7319	4.164
20.7719	4.566
20.8119	4.913
20.8519	5.198
20.8919	5.411
20.9319	5.553
20.9719	5.614
21.0119	5.597
21.0519	5.498
21.0919	5.322
21.1319	5.072
21.1719	4.752
21.2119	4.365
21.2519	3.925
21.2919	3.438
21.3319	2.920
21.3719	2.384
21.4119	1.847
21.4519	1.318
21.4919	0.801
21.5319	0.308
21.5719	-0.152
21.6119	-0.567
21.6519	-0.927
21.6919	-1.222
21.7319	-1.448
21.7719	-1.596
21.8119	-1.665
21.8519	-1.649
21.8919	-1.554
21.9319	-1.378
21.9719	-1.131
22.0119	-0.814
22.0519	-0.437
22.0919	-0.008
22.1319	0.465
22.1719	0.969
22.2119	1.495
22.2519	2.031
22.2919	2.567
22.3319	3.090
22.3719	3.591
22.4119	4.059
22.4519	4.483
22.4919	4.854
22.5319	5.163
22.5719	5.404
22.6119	5.568
22.6519	5.655
22.6919	5.661
22.7319	5.584
22.7719	5.429
22.8119	5.195
22.8519	4.887
22.8919	4.511
22.9319	4.078
22.9719	3.592
23.0119	3.071
23.0519	2.526
23.0919	1.974
23.1319	1.428
23.1719	0.892
23.2119	0.382
23.2519	-0.096
23.2919	-0.529
23.3319	-0.909
23.3719	-1.225
23.4119	-1.472
23.4519	-1.638
23.4919	-1.725
23.5319	-1.725
23.5719	-1.641
23.6119	-1.477
23.6519	-1.235
23.6919	-0.924
23.7319	-0.547
23.7719	-0.115
23.8119	0.363
23.8519	0.875
23.8919	1.412
23.9319	1.962
23.9719	2.513
24.0119	3.054
24.0519	3.574
24.0919	4.062
24.1319	4.505
24.1719	4.895
24.2119	5.221
24.2519	5.479
24.2919	5.658
24.3319	5.755
24.3719	5.768
24.4119	5.694
24.4519	5.537
24.4919	5.298
24.5319	4.983
24.5719	4.595
24.6119	4.145
24.6519	3.643
24.6919	3.101
24.7319	2.532
24.7719	1.957
24.8119	1.384
24.8519	0.825
24.8919	0.289
24.9319	-0.214
24.9719	-0.668
25.0119	-1.065
25.0519	-1.393
25.0919	-1.646
25.1319	-1.816
25.1719	-1.898
25.2119	-1.890
25.2519	-1.792
25.2919	-1.608
25.3319	-1.345
25.3719	-1.007
25.4119	-0.603
25.4519	-0.140
25.4919	0.369
25.5319	0.913
25.5719	1.480
25.6119	2.059
25.6519	2.637
25.6919	3.201
25.7319	3.740
25.7719	4.243
25.8119	4.695
25.8519	5.089
25.8919	5.413
25.9319	5.663
25.9719	5.829
26.0119	5.908
26.0519	5.898
26.0919	5.799
26.1319	5.616
26.1719	5.347
26.2119	5.000
26.2519	4.582
26.2919	4.100
26.3319	3.567
26.3719	2.997
26.4119	2.406
26.4519	1.811
26.4919	1.221
26.5319	0.646
26.5719	0.097
26.6119	-0.412
26.6519	-0.867
26.6919	-1.260
26.7319	-1.579
26.7719	-1.816
26.8119	-1.965
26.8519	-2.022
26.8919	-1.985
26.9319	-1.857
26.9719	-1.641
27.0119	-1.345
27.0519	-0.972
27.0919	-0.534
27.1319	-0.041
27.1719	0.498
27.2119	1.068
27.2519	1.659
27.2919	2.256
27.3319	2.846
27.3719	3.420
27.4119	3.962
27.4519	4.461
27.4919	4.906
27.5319	5.284
27.5719	5.590
27.6119	5.815
27.6519	5.952
27.6919	5.999
27.7319	5.953
27.7719	5.820
27.8119	5.601
27.8519	5.300
27.8919	4.921
27.9319	4.472
27.9719	3.965
28.0119	3.410
28.0519	2.823
28.0919	2.223
28.1319	1.619
28.1719	1.026
28.2119	0.454
28.2519	-0.086
28.2919	-0.581
28.3319	-1.019
28.3719	-1.389
28.4119	-1.682
28.4519	-1.891
28.4919	-2.009
28.5319	-2.034
28.5719	-1.967
28.6119	-1.808
28.6519	-1.565
28.6919	-1.243
28.7319	-0.848
28.7719	-0.393
28.8119	0.112
28.8519	0.657
28.8919	1.228
28.9319	1.813
28.9719	2.400
29.0119	2.975
29.0519	3.530
29.0919	4.046
29.1319	4.519
29.1719	4.932
29.2119	5.281
29.2519	5.554
29.2919	5.748
29.3319	5.858
29.3719	5.879
29.4119	5.814
29.4519	5.664
29.4919	5.433
29.5319	5.126
29.5719	4.749
29.6119	4.307
29.6519	3.812
29.6919	3.278
29.7319	2.717
29.7719	2.147
29.8119	1.579
29.8519	1.023
29.8919	0.490
29.9319	-0.009
29.9719	-0.465
30.0119	-0.867
30.0519	-1.205
30.0919	-1.469
30.1319	-1.657
30.1719	-1.761
30.2119	-1.780
30.2519	-1.714
30.2919	-1.566
30.3319	-1.340
30.3719	-1.043
30.4119	-0.682
30.4519	-0.265
30.4919	0.198
30.5319	0.694
30.5719	1.216
30.6119	1.750
30.6519	2.286
30.6919	2.813
30.7319	3.319
30.7719	3.795
30.8119	4.230
30.8519	4.615
30.8919	4.943
30.9319	5.204
30.9719	5.396
31.0119	5.513
31.0519	5.554
31.0919	5.518
31.1319	5.407
31.1719	5.220
31.2119	4.965
31.2519	4.645
31.2919	4.268
31.3319	3.839
31.3719	3.371
31.4119	2.875
31.4519	2.362
31.4919	1.852
31.5319	1.348
31.5719	0.858
31.6119	0.393
31.6519	-0.039
31.6919	-0.429
31.7319	-0.765
31.7719	-1.040
31.8119	-1.249
31.8519	-1.387
31.8919	-1.453
31.9319	-1.442
31.9719	-1.357
32.0119	-1.203
32.0519	-0.982
32.0919	-0.697
32.1319	-0.358
32.1719	0.030
32.2119	0.456
32.2519	0.911
32.2919	1.387
32.3319	1.872
32.3719	2.356
32.4119	2.832
32.4519	3.288
32.4919	3.715
32.5319	4.106
32.5719	4.452
32.6119	4.745
32.6519	4.983
32.6919	5.155
32.7319	5.262
32.7719	5.300
32.8119	5.268
32.8519	5.168
32.8919	4.998
32.9319	4.764
32.9719	4.470
33.0119	4.122
33.0519	3.726
33.0919	3.292
33.1319	2.832
33.1719	2.356
33.2119	1.879
33.2519	1.406
33.2919	0.942
33.3319	0.501
33.3719	0.086
33.4119	-0.289
33.4519	-0.616
33.4919	-0.889
33.5319	-1.100
33.5719	-1.243
33.6119	-1.315
33.6519	-1.318
33.6919	-1.247
33.7319	-1.109
33.7719	-0.905
33.8119	-0.639
33.8519	-0.317
33.8919	0.053
33.9319	0.465
33.9719	0.909
34.0119	1.376
34.0519	1.857
34.0919	2.339
34.1319	2.816
34.1719	3.278
34.2119	3.717
34.2519	4.119
34.2919	4.480
34.3319	4.789
34.3719	5.041
34.4119	5.228
34.4519	5.347
34.4919	5.394
34.5319	5.366
34.5719	5.264
34.6119	5.089
34.6519	4.844
34.6919	4.533
34.7319	4.163
34.7719	3.738
34.8119	3.274
34.8519	2.779
34.8919	2.268
34.9319	1.751
34.9719	1.241
35.0119	0.741
35.0519	0.265
35.0919	-0.178
35.1319	-0.575
35.1719	-0.920
35.2119	-1.202
35.2519	-1.414
35.2919	-1.550
35.3319	-1.608
35.3719	-1.585
35.4119	-1.481
35.4519	-1.302
35.4919	-1.051
35.5319	-0.730
35.5719	-0.350
35.6119	0.080
35.6519	0.554
35.6919	1.060
35.7319	1.587
35.7719	2.122
35.8119	2.658
35.8519	3.182
35.8919	3.684
35.9319	4.152
35.9719	4.574
36.0119	4.942
36.0519	5.246
36.0919	5.482
36.1319	5.639
36.1719	5.716
36.2119	5.708
36.2519	5.619
36.2919	5.446
36.3319	5.195
36.3719	4.866
36.4119	4.470
36.4519	4.013
36.4919	3.508
36.5319	2.964
36.5719	2.400
36.6119	1.832
36.6519	1.268
36.6919	0.726
36.7319	0.214
36.7719	-0.261
36.8119	-0.690
36.8519	-1.059
36.8919	-1.362
36.9319	-1.590
36.9719	-1.737
37.0119	-1.799
37.0519	-1.773
37.0919	-1.662
37.1319	-1.470
37.1719	-1.200
37.2119	-0.861
37.2519	-0.457
37.2919	-0.002
37.3319	0.498
37.3719	1.030
37.4119	1.582
37.4519	2.144
37.4919	2.702
37.5319	3.245
37.5719	3.764
37.6119	4.246
37.6519	4.678
37.6919	5.053
37.7319	5.360
37.7719	5.594
37.8119	5.746
37.8519	5.815
37.8919	5.798
37.9319	5.696
37.9719	5.509
38.0119	5.242
38.0519	4.899
38.0919	4.488
38.1319	4.017
38.1719	3.495
38.2119	2.939
38.2519	2.364
38.2919	1.784
38.3319	1.214
38.3719	0.668
38.4119	0.151
38.4519	-0.327
38.4919	-0.756
38.5319	-1.123
38.5719	-1.422
38.6119	-1.643
38.6519	-1.783
38.6919	-1.835
38.7319	-1.800
38.7719	-1.679
38.8119	-1.477
38.8519	-1.197
38.8919	-0.847
38.9319	-0.435
38.9719	0.028
39.0119	0.533
39.0519	1.068
39.0919	1.621
39.1319	2.182
39.1719	2.738
39.2119	3.278
39.2519	3.790
39.2919	4.263
39.3319	4.687
39.3719	5.050
39.4119	5.347
39.4519	5.570
39.4919	5.713
39.5319	5.774
39.5719	5.751
39.6119	5.642
39.6519	5.452
39.6919	5.185
39.7319	4.846
39.7719	4.439
39.8119	3.976
39.8519	3.465
39.8919	2.920
39.9319	2.358
39.9719	1.792
40.0119	1.233
40.0519	0.699
40.0919	0.192
40.1319	-0.275
40.1719	-0.693
40.2119	-1.052
40.2519	-1.343
40.2919	-1.560
40.3319	-1.695
40.3719	-1.748
40.4119	-1.717
40.4519	-1.602
40.4919	-1.407
40.5319	-1.140
40.5719	-0.806
40.6119	-0.410
40.6519	0.036
40.6919	0.523
40.7319	1.038
40.7719	1.572
40.8119	2.113
40.8519	2.648
40.8919	3.170
40.9319	3.665
40.9719	4.123
41.0119	4.536
41.0519	4.893
41.0919	5.187
41.1319	5.411
41.1719	5.561
41.2119	5.631
41.2519	5.623
41.2919	5.534
41.3319	5.367
41.3719	5.126
41.4119	4.814
41.4519	4.438
41.4919	4.006
41.5319	3.526
41.5719	3.011
41.6119	2.477
41.6519	1.940
41.6919	1.411
41.7319	0.902
41.7719	0.421
41.8119	-0.027
41.8519	-0.434
41.8919	-0.787
41.9319	-1.081
41.9719	-1.307
42.0119	-1.461
42.0519	-1.538
42.0919	-1.538
42.1319	-1.459
42.1719	-1.307
42.2119	-1.084
42.2519	-0.795
42.2919	-0.446
42.3319	-0.046
42.3719	0.397
42.4119	0.872
42.4519	1.370
42.4919	1.879
42.5319	2.388
42.5719	2.889
42.6119	3.371
42.6519	3.825
42.6919	4.241
42.7319	4.609
42.7719	4.921
42.8119	5.171
42.8519	5.353
42.8919	5.463
42.9319	5.498
42.9719	5.457
43.0119	5.339
43.0519	5.149
43.0919	4.888
43.1319	4.562
43.1719	4.177
43.2119	3.740
43.2519	3.263
43.2919	2.758
43.3319	2.238
43.3719	1.717
43.4119	1.202
43.4519	0.710
43.4919	0.247
43.5319	-0.181
43.5719	-0.561
43.6119	-0.886
43.6519	-1.150
43.6919	-1.345
43.7319	-1.467
43.7719	-1.513
43.8119	-1.481
43.8519	-1.374
43.8919	-1.197
43.9319	-0.949
43.9719	-0.638
44.0119	-0.272
44.0519	0.143
44.0919	0.595
44.1319	1.078
44.1719	1.579
44.2119	2.086
44.2519	2.592
44.2919	3.087
44.3319	3.558
44.3719	3.999
44.4119	4.398
44.4519	4.749
44.4919	5.039
44.5319	5.265
44.5719	5.421
44.6119	5.503
44.6519	5.509
44.6919	5.437
44.7319	5.287
44.7719	5.064
44.8119	4.772
44.8519	4.414
44.8919	3.999
44.9319	3.536
44.9719	3.035
45.0119	2.510
45.0519	1.976
45.0919	1.442
45.1319	0.924
45.1719	0.432
45.2119	-0.030
45.2519	-0.449
45.2919	-0.817
45.3319	-1.125
45.3719	-1.363
45.4119	-1.528
45.4519	-1.615
45.4919	-1.621
45.5319	-1.546
45.5719	-1.393
45.6119	-1.166
45.6519	-0.870
45.6919	-0.511
45.7319	-0.099
45.7719	0.360
45.8119	0.851
45.8519	1.367
45.8919	1.896
45.9319	2.427
45.9719	2.948
46.0119	3.451
46.0519	3.924
46.0919	4.354
46.1319	4.736
46.1719	5.060
46.2119	5.316
46.2519	5.499
46.2919	5.606
46.3319	5.634
46.3719	5.581
46.4119	5.449
46.4519	5.239
46.4919	4.956
46.5319	4.604
46.5719	4.191
46.6119	3.726
46.6519	3.222
46.6919	2.688
46.7319	2.141
46.7719	1.593
46.8119	1.057
46.8519	0.547
46.8919	0.068
46.9319	-0.372
46.9719	-0.762
47.0119	-1.090
47.0519	-1.351
47.0919	-1.539
47.1319	-1.646
47.1719	-1.673
47.2119	-1.616
47.2519	-1.480
47.2919	-1.269
47.3319	-0.986
47.3719	-0.639
47.4119	-0.237
47.4519	0.212
47.4919	0.699
47.5319	1.211
47.5719	1.737
47.6119	2.268
47.6519	2.791
47.6919	3.297
47.7319	3.775
47.7719	4.213
47.8119	4.606
47.8519	4.940
47.8919	5.210
47.9319	5.411
47.9719	5.539
48.0119	5.587
48.0519	5.559
48.0919	5.452
48.1319	5.268
48.1719	5.014
48.2119	4.690
48.2519	4.306
48.2919	3.869
48.3319	3.390
48.3719	2.879
48.4119	2.351
48.4519	1.819
48.4919	1.293
48.5319	0.790
48.5719	0.314
48.6119	-0.127
48.6519	-0.522
48.6919	-0.862
48.7319	-1.140
48.7719	-1.351
48.8119	-1.488
48.8519	-1.546
48.8919	-1.527
48.9319	-1.433
48.9719	-1.263
49.0119	-1.026
49.0519	-0.723
49.0919	-0.364
49.1319	0.042
49.1719	0.490
49.2119	0.966
49.2519	1.461
49.2919	1.965
49.3319	2.468
49.3719	2.958
49.4119	3.427
49.4519	3.866
49.4919	4.265
49.5319	4.615
49.5719	4.909
49.6119	5.140
49.6519	5.305
49.6919	5.399
49.7319	5.419
49.7719	5.367
49.8119	5.243
49.8519	5.049
49.8919	4.788
49.9319	4.466
49.9719	4.089
50.0119	3.666
50.0519	3.206
50.0919	2.719
50.1319	2.221
50.1719	1.718
50.2119	1.225
50.2519	0.756
50.2919	0.314
50.3319	-0.094
50.3719	-0.457
50.4119	-0.770
50.4519	-1.021
50.4919	-1.208
50.5319	-1.326
50.5719	-1.371
50.6119	-1.345
50.6519	-1.247
50.6919	-1.082
50.7319	-0.855
50.7719	-0.565
50.8119	-0.226
50.8519	0.159
50.8919	0.581
50.9319	1.029
50.9719	1.494
51.0119	1.968
51.0519	2.438
51.0919	2.898
51.1319	3.340
51.1719	3.751
51.2119	4.126
51.2519	4.459
51.2919	4.739
51.3319	4.962
51.3719	5.124
51.4119	5.220
51.4519	5.248
51.4919	5.209
51.5319	5.100
51.5719	4.928
51.6119	4.692
51.6519	4.397
51.6919	4.048
51.7319	3.655
51.7719	3.225
51.8119	2.769
51.8519	2.298
51.8919	1.824
51.9319	1.357
51.9719	0.909
52.0119	0.487
52.0519	0.094
52.0919	-0.261
52.1319	-0.569
52.1719	-0.823
52.2119	-1.018
52.2519	-1.148
52.2919	-1.213
52.3319	-1.210
52.3719	-1.139
52.4119	-1.002
52.4519	-0.804
52.4919	-0.548
52.5319	-0.240
52.5719	0.113
52.6119	0.504
52.6519	0.925
52.6919	1.367
52.7319	1.817
52.7719	2.273
52.8119	2.719
52.8519	3.151
52.8919	3.561
52.9319	3.938
52.9719	4.277
53.0119	4.569
53.0519	4.808
53.0919	4.990
53.1319	5.111
53.1719	5.166
53.2119	5.155
53.2519	5.078
53.2919	4.937
53.3319	4.731
53.3719	4.467
53.4119	4.147
53.4519	3.778
53.4919	3.369
53.5319	2.928
53.5719	2.468
53.6119	1.998
53.6519	1.530
53.6919	1.076
53.7319	0.644
53.7719	0.236
53.8119	-0.137
53.8519	-0.465
53.8919	-0.745
53.9319	-0.964
53.9719	-1.123
54.0119	-1.214
54.0519	-1.238
54.0919	-1.191
54.1319	-1.078
54.1719	-0.900
54.2119	-0.661
54.2519	-0.366
54.2919	-0.024
54.3319	0.363
54.3719	0.781
54.4119	1.224
54.4519	1.682
54.4919	2.147
54.5319	2.609
54.5719	3.058
54.6119	3.487
54.6519	3.888
54.6919	4.252
54.7319	4.569
54.7719	4.833
54.8119	5.041
54.8519	5.184
54.8919	5.259
54.9319	5.265
54.9719	5.202
55.0119	5.071
55.0519	4.869
55.0919	4.606
55.1319	4.282
55.1719	3.905
55.2119	3.484
55.2519	3.028
55.2919	2.548
55.3319	2.056
55.3719	1.563
55.4119	1.082
55.4519	0.624
55.4919	0.190
55.5319	-0.206
55.5719	-0.556
55.6119	-0.855
55.6519	-1.090
55.6919	-1.258
55.7319	-1.357
55.7719	-1.384
55.8119	-1.337
55.8519	-1.219
55.8919	-1.032
55.9319	-0.781
55.9719	-0.471
56.0119	-0.110
56.0519	0.295
56.0919	0.735
56.1319	1.202
56.1719	1.684
56.2119	2.172
56.2519	2.658
56.2919	3.129
56.3319	3.578
56.3719	3.996
56.4119	4.373
56.4519	4.701
56.4919	4.973
56.5319	5.182
56.5719	5.322
56.6119	5.393
56.6519	5.389
56.6919	5.312
56.7319	5.163
56.7719	4.945
56.8119	4.659
56.8519	4.312
56.8919	3.913
56.9319	3.467
56.9719	2.988
57.0119	2.485
57.0519	1.976
57.0919	1.472
57.1319	0.980
57.1719	0.506
57.2119	0.063
57.2519	-0.342
57.2919	-0.699
57.3319	-0.997
57.3719	-1.232
57.4119	-1.395
57.4519	-1.484
57.4919	-1.497
57.5319	-1.434
57.5719	-1.296
57.6119	-1.089
57.6519	-0.815
57.6919	-0.481
57.7319	-0.094
57.7719	0.336
57.8119	0.803
57.8519	1.291
57.8919	1.795
57.9319	2.303
57.9719	2.802
58.0119	3.286
58.0519	3.745
58.0919	4.167
58.1319	4.544
58.1719	4.868
58.2119	5.130
58.2519	5.327
58.2919	5.449
58.3319	5.498
58.3719	5.471
58.4119	5.367
58.4519	5.190
58.4919	4.940
58.5319	4.623
58.5719	4.246
58.6119	3.815
58.6519	3.343
58.6919	2.837
58.7319	2.312
58.7719	1.783
58.8119	1.263
58.8519	0.759
58.8919	0.278
58.9319	-0.168
58.9719	-0.567
59.0119	-0.911
59.0519	-1.192
59.0919	-1.401
59.1319	-1.536
59.1719	-1.594
59.2119	-1.571
59.2519	-1.470
59.2919	-1.293
59.3319	-1.046
59.3719	-0.732
59.4119	-0.361
59.4519	0.061
59.4919	0.522
59.5319	1.015
59.5719	1.527
59.6119	2.047
59.6519	2.564
59.6919	3.069
59.7319	3.552
