Posizione angolare, Oscillazioni forzate 2.20 V
Tempo ( s )	Posizione angolare ( rad )
14,9209	0,256
14,9609	0,179
15,0009	0,112
15,0409	0,053
15,0809	0,005
15,1209	-0,036
15,1609	-0,068
15,2009	-0,091
15,2409	-0,105
15,2809	-0,115
15,3209	-0,116
15,3609	-0,113
15,4009	-0,108
15,4409	-0,104
15,4809	-0,099
15,5209	-0,096
15,5609	-0,093
15,6009	-0,093
15,6409	-0,094
15,6809	-0,097
15,7209	-0,101
15,7609	-0,107
15,8009	-0,112
15,8409	-0,116
15,8809	-0,119
15,9209	-0,121
15,9609	-0,119
16,0009	-0,115
16,0409	-0,107
16,0809	-0,093
16,1209	-0,075
16,1609	-0,055
16,2009	-0,028
16,2409	0,005
16,2809	0,044
16,3209	0,091
16,3609	0,148
16,4009	0,210
16,4409	0,283
16,4809	0,364
16,5209	0,452
16,5609	0,548
16,6009	0,650
16,6409	0,757
16,6809	0,869
16,7209	0,982
16,7609	1,096
16,8009	1,211
16,8409	1,324
16,8809	1,434
16,9209	1,541
16,9609	1,640
17,0009	1,733
17,0409	1,816
17,0809	1,890
17,1209	1,951
17,1609	2,003
17,2009	2,039
17,2409	2,062
17,2809	2,073
17,3209	2,069
17,3609	2,053
17,4009	2,023
17,4409	1,982
17,4809	1,931
17,5209	1,868
17,5609	1,795
17,6009	1,712
17,6409	1,623
17,6809	1,525
17,7209	1,422
17,7609	1,313
17,8009	1,202
17,8409	1,087
17,8809	0,972
17,9209	0,859
17,9609	0,746
18,0009	0,638
18,0409	0,533
18,0809	0,434
18,1209	0,342
18,1609	0,258
18,2009	0,182
18,2409	0,115
18,2809	0,058
18,3209	0,008
18,3609	-0,031
18,4009	-0,063
18,4409	-0,088
18,4809	-0,104
18,5209	-0,113
18,5609	-0,116
18,6009	-0,115
18,6409	-0,112
18,6809	-0,108
18,7209	-0,104
18,7609	-0,101
18,8009	-0,101
18,8409	-0,101
18,8809	-0,102
18,9209	-0,104
18,9609	-0,108
19,0009	-0,113
19,0409	-0,116
19,0809	-0,121
19,1209	-0,123
19,1609	-0,121
19,2009	-0,118
19,2409	-0,112
19,2809	-0,102
19,3209	-0,088
19,3609	-0,071
19,4009	-0,050
19,4409	-0,025
19,4809	0,006
19,5209	0,044
19,5609	0,090
19,6009	0,143
19,6409	0,206
19,6809	0,278
19,7209	0,358
19,7609	0,448
19,8009	0,543
19,8409	0,647
19,8809	0,756
19,9209	0,869
19,9609	0,983
20,0009	1,101
20,0409	1,217
20,0809	1,334
20,1209	1,447
20,1609	1,555
20,2009	1,657
20,2409	1,751
20,2809	1,838
20,3209	1,912
20,3609	1,976
20,4009	2,026
20,4409	2,062
20,4809	2,086
20,5209	2,094
20,5609	2,088
20,6009	2,069
20,6409	2,036
20,6809	1,990
20,7209	1,934
20,7609	1,866
20,8009	1,789
20,8409	1,701
20,8809	1,605
20,9209	1,503
20,9609	1,395
21,0009	1,283
21,0409	1,167
21,0809	1,051
21,1209	0,933
21,1609	0,818
21,2009	0,705
21,2409	0,595
21,2809	0,492
21,3209	0,394
21,3609	0,305
21,4009	0,223
21,4409	0,149
21,4809	0,086
21,5209	0,031
21,5609	-0,014
21,6009	-0,052
21,6409	-0,080
21,6809	-0,102
21,7209	-0,116
21,7609	-0,126
21,8009	-0,129
21,8409	-0,129
21,8809	-0,126
21,9209	-0,121
21,9609	-0,118
22,0009	-0,113
22,0409	-0,110
22,0809	-0,107
22,1209	-0,107
22,1609	-0,108
22,2009	-0,110
22,2409	-0,112
22,2809	-0,115
22,3209	-0,116
22,3609	-0,118
22,4009	-0,116
22,4409	-0,113
22,4809	-0,107
22,5209	-0,096
22,5609	-0,080
22,6009	-0,061
22,6409	-0,036
22,6809	-0,008
22,7209	0,027
22,7609	0,066
22,8009	0,113
22,8409	0,170
22,8809	0,236
22,9209	0,309
22,9609	0,391
23,0009	0,484
23,0409	0,581
23,0809	0,688
23,1209	0,798
23,1609	0,914
23,2009	1,032
23,2409	1,151
23,2809	1,271
23,3209	1,390
23,3609	1,505
23,4009	1,615
23,4409	1,718
23,4809	1,813
23,5209	1,898
23,5609	1,973
23,6009	2,034
23,6409	2,080
23,6809	2,113
23,7209	2,128
23,7609	2,130
23,8009	2,114
23,8409	2,086
23,8809	2,042
23,9209	1,985
23,9609	1,916
24,0009	1,835
24,0409	1,742
24,0809	1,640
24,1209	1,530
24,1609	1,412
24,2009	1,290
24,2409	1,164
24,2809	1,037
24,3209	0,909
24,3609	0,782
24,4009	0,660
24,4409	0,542
24,4809	0,430
24,5209	0,327
24,5609	0,234
24,6009	0,149
24,6409	0,077
24,6809	0,014
24,7209	-0,036
24,7609	-0,077
24,8009	-0,107
24,8409	-0,126
24,8809	-0,135
24,9209	-0,137
24,9609	-0,134
25,0009	-0,124
25,0409	-0,113
25,0809	-0,104
25,1209	-0,096
25,1609	-0,093
25,2009	-0,093
25,2409	-0,096
25,2809	-0,101
25,3209	-0,105
25,3609	-0,112
25,4009	-0,116
25,4409	-0,123
25,4809	-0,126
25,5209	-0,129
25,5609	-0,129
25,6009	-0,127
25,6409	-0,121
25,6809	-0,113
25,7209	-0,101
25,7609	-0,085
25,8009	-0,068
25,8409	-0,047
25,8809	-0,024
25,9209	0,005
25,9609	0,041
26,0009	0,083
26,0409	0,135
26,0809	0,196
26,1209	0,265
26,1609	0,346
26,2009	0,434
26,2409	0,529
26,2809	0,633
26,3209	0,743
26,3609	0,856
26,4009	0,974
26,4409	1,093
26,4809	1,213
26,5209	1,332
26,5609	1,447
26,6009	1,558
26,6409	1,663
26,6809	1,761
26,7209	1,849
26,7609	1,924
26,8009	1,990
26,8409	2,042
26,8809	2,080
26,9209	2,102
26,9609	2,110
27,0009	2,102
27,0409	2,081
27,0809	2,047
27,1209	2,001
27,1609	1,942
27,2009	1,872
27,2409	1,792
27,2809	1,703
27,3209	1,604
27,3609	1,500
27,4009	1,390
27,4409	1,275
27,4809	1,159
27,5209	1,041
27,5609	0,924
27,6009	0,809
27,6409	0,697
27,6809	0,591
27,7209	0,490
27,7609	0,396
27,8009	0,309
27,8409	0,232
27,8809	0,165
27,9209	0,105
27,9609	0,057
28,0009	0,016
28,0409	-0,017
28,0809	-0,042
28,1209	-0,060
28,1609	-0,069
28,2009	-0,074
28,2409	-0,072
28,2809	-0,071
28,3209	-0,066
28,3609	-0,063
28,4009	-0,061
28,4409	-0,061
28,4809	-0,063
28,5209	-0,066
28,5609	-0,071
28,6009	-0,079
28,6409	-0,085
28,6809	-0,091
28,7209	-0,097
28,7609	-0,101
28,8009	-0,102
28,8409	-0,101
28,8809	-0,099
28,9209	-0,094
28,9609	-0,086
29,0009	-0,074
29,0409	-0,058
29,0809	-0,041
29,1209	-0,019
29,1609	0,006
29,2009	0,036
29,2409	0,074
29,2809	0,118
29,3209	0,173
29,3609	0,236
29,4009	0,308
29,4409	0,391
29,4809	0,482
29,5209	0,581
29,5609	0,686
29,6009	0,798
29,6409	0,914
29,6809	1,034
29,7209	1,153
29,7609	1,274
29,8009	1,392
29,8409	1,506
29,8809	1,616
29,9209	1,718
29,9609	1,813
30,0009	1,896
30,0409	1,968
30,0809	2,028
30,1209	2,073
30,1609	2,105
30,2009	2,121
30,2409	2,121
30,2809	2,105
30,3209	2,077
30,3609	2,034
30,4009	1,979
30,4409	1,910
30,4809	1,832
30,5209	1,740
30,5609	1,640
30,6009	1,532
30,6409	1,415
30,6809	1,294
30,7209	1,170
30,7609	1,041
30,8009	0,914
30,8409	0,787
30,8809	0,663
30,9209	0,543
30,9609	0,430
31,0009	0,324
31,0409	0,226
31,0809	0,138
31,1209	0,061
31,1609	-0,006
31,2009	-0,063
31,2409	-0,108
31,2809	-0,143
31,3209	-0,170
31,3609	-0,185
31,4009	-0,193
31,4409	-0,193
31,4809	-0,188
31,5209	-0,179
31,5609	-0,168
31,6009	-0,156
31,6409	-0,145
31,6809	-0,138
31,7209	-0,135
31,7609	-0,137
31,8009	-0,137
31,8409	-0,138
31,8809	-0,140
31,9209	-0,140
31,9609	-0,140
32,0009	-0,138
32,0409	-0,135
32,0809	-0,130
32,1209	-0,126
32,1609	-0,118
32,2009	-0,107
32,2409	-0,093
32,2809	-0,074
32,3209	-0,047
32,3609	-0,014
32,4009	0,027
32,4409	0,077
32,4809	0,137
32,5209	0,206
32,5609	0,284
32,6009	0,372
32,6409	0,468
32,6809	0,573
32,7209	0,686
32,7609	0,804
32,8009	0,925
32,8409	1,049
32,8809	1,175
32,9209	1,301
32,9609	1,423
33,0009	1,541
33,0409	1,654
33,0809	1,758
33,1209	1,854
33,1609	1,937
33,2009	2,007
33,2409	2,064
33,2809	2,106
33,3209	2,133
33,3609	2,143
33,4009	2,135
33,4409	2,114
33,4809	2,080
33,5209	2,036
33,5609	1,979
33,6009	1,910
33,6409	1,832
33,6809	1,740
33,7209	1,641
33,7609	1,533
33,8009	1,420
33,8409	1,301
33,8809	1,178
33,9209	1,054
33,9609	0,930
34,0009	0,809
34,0409	0,690
34,0809	0,575
34,1209	0,467
34,1609	0,366
34,2009	0,273
34,2409	0,192
34,2809	0,119
34,3209	0,057
34,3609	0,005
34,4009	-0,038
34,4409	-0,069
34,4809	-0,093
34,5209	-0,108
34,5609	-0,116
34,6009	-0,118
34,6409	-0,116
34,6809	-0,110
34,7209	-0,104
34,7609	-0,101
34,8009	-0,102
34,8409	-0,105
34,8809	-0,107
34,9209	-0,110
34,9609	-0,113
35,0009	-0,118
35,0409	-0,121
35,0809	-0,123
35,1209	-0,124
35,1609	-0,126
35,2009	-0,124
35,2409	-0,121
35,2809	-0,116
35,3209	-0,110
35,3609	-0,104
35,4009	-0,099
35,4409	-0,096
35,4809	-0,094
35,5209	-0,091
35,5609	-0,085
35,6009	-0,075
35,6409	-0,057
35,6809	-0,028
35,7209	0,013
35,7609	0,069
35,8009	0,140
35,8409	0,226
35,8809	0,327
35,9209	0,441
35,9609	0,567
36,0009	0,704
36,0409	0,848
36,0809	0,999
36,1209	1,153
36,1609	1,307
36,2009	1,459
36,2409	1,607
36,2809	1,747
36,3209	1,876
36,3609	1,993
36,4009	2,095
36,4409	2,180
36,4809	2,246
36,5209	2,292
36,5609	2,315
36,6009	2,318
36,6409	2,300
36,6809	2,262
36,7209	2,205
36,7609	2,133
36,8009	2,047
36,8409	1,945
36,8809	1,830
36,9209	1,703
36,9609	1,569
37,0009	1,428
37,0409	1,283
37,0809	1,137
37,1209	0,993
37,1609	0,850
37,2009	0,712
37,2409	0,581
37,2809	0,460
37,3209	0,350
37,3609	0,253
37,4009	0,168
37,4409	0,096
37,4809	0,038
37,5209	-0,006
37,5609	-0,038
37,6009	-0,057
37,6409	-0,064
37,6809	-0,063
37,7209	-0,052
37,7609	-0,038
37,8009	-0,022
37,8409	-0,006
37,8809	0,008
37,9209	0,019
37,9609	0,024
38,0009	0,022
38,0409	0,017
38,0809	0,008
38,1209	-0,005
38,1609	-0,020
38,2009	-0,038
38,2409	-0,058
38,2809	-0,079
38,3209	-0,099
38,3609	-0,118
38,4009	-0,137
38,4409	-0,151
38,4809	-0,160
38,5209	-0,165
38,5609	-0,163
38,6009	-0,156
38,6409	-0,140
38,6809	-0,118
38,7209	-0,090
38,7609	-0,053
38,8009	-0,008
38,8409	0,046
38,8809	0,107
38,9209	0,178
38,9609	0,256
39,0009	0,344
39,0409	0,440
39,0809	0,542
39,1209	0,652
39,1609	0,765
39,2009	0,883
39,2409	1,002
39,2809	1,122
39,3209	1,241
39,3609	1,359
39,4009	1,470
39,4409	1,579
39,4809	1,679
39,5209	1,772
39,5609	1,855
39,6009	1,926
39,6409	1,985
39,6809	2,031
39,7209	2,062
39,7609	2,080
39,8009	2,081
39,8409	2,069
39,8809	2,044
39,9209	2,007
39,9609	1,960
40,0009	1,901
40,0409	1,833
40,0809	1,755
40,1209	1,667
40,1609	1,572
40,2009	1,470
40,2409	1,365
40,2809	1,253
40,3209	1,140
40,3609	1,026
40,4009	0,911
40,4409	0,798
40,4809	0,686
40,5209	0,578
40,5609	0,476
40,6009	0,379
40,6409	0,289
40,6809	0,209
40,7209	0,135
40,7609	0,071
40,8009	0,016
40,8409	-0,031
40,8809	-0,069
40,9209	-0,099
40,9609	-0,121
41,0009	-0,137
41,0409	-0,145
41,0809	-0,148
41,1209	-0,148
41,1609	-0,145
41,2009	-0,141
41,2409	-0,137
41,2809	-0,134
41,3209	-0,132
41,3609	-0,132
41,4009	-0,134
41,4409	-0,134
41,4809	-0,134
41,5209	-0,134
41,5609	-0,132
41,6009	-0,132
41,6409	-0,130
41,6809	-0,130
41,7209	-0,129
41,7609	-0,126
41,8009	-0,123
41,8409	-0,116
41,8809	-0,108
41,9209	-0,096
41,9609	-0,075
42,0009	-0,049
42,0409	-0,011
42,0809	0,039
42,1209	0,102
42,1609	0,176
42,2009	0,262
42,2409	0,361
42,2809	0,471
42,3209	0,592
42,3609	0,723
42,4009	0,858
42,4409	0,999
42,4809	1,142
42,5209	1,285
42,5609	1,428
42,6009	1,565
42,6409	1,695
42,6809	1,816
42,7209	1,926
42,7609	2,023
42,8009	2,103
42,8409	2,169
42,8809	2,215
42,9209	2,242
42,9609	2,249
43,0009	2,237
43,0409	2,207
43,0809	2,160
43,1209	2,099
43,1609	2,022
43,2009	1,931
43,2409	1,827
43,2809	1,712
43,3209	1,588
43,3609	1,458
43,4009	1,321
43,4409	1,183
43,4809	1,041
43,5209	0,903
43,5609	0,768
43,6009	0,638
43,6409	0,514
43,6809	0,399
43,7209	0,295
43,7609	0,203
43,8009	0,121
43,8409	0,052
43,8809	-0,003
43,9209	-0,047
43,9609	-0,079
44,0009	-0,099
44,0409	-0,112
44,0809	-0,113
44,1209	-0,110
44,1609	-0,102
44,2009	-0,090
44,2409	-0,077
44,2809	-0,068
44,3209	-0,061
44,3609	-0,060
44,4009	-0,061
44,4409	-0,064
44,4809	-0,071
44,5209	-0,077
44,5609	-0,085
44,6009	-0,094
44,6409	-0,101
44,6809	-0,107
44,7209	-0,112
44,7609	-0,113
44,8009	-0,113
44,8409	-0,110
44,8809	-0,105
44,9209	-0,094
44,9609	-0,080
45,0009	-0,064
45,0409	-0,044
45,0809	-0,019
45,1209	0,013
45,1609	0,050
45,2009	0,096
45,2409	0,151
45,2809	0,215
45,3209	0,291
45,3609	0,375
45,4009	0,470
45,4409	0,573
45,4809	0,683
45,5209	0,800
45,5609	0,920
45,6009	1,043
45,6409	1,169
45,6809	1,294
45,7209	1,418
45,7609	1,538
45,8009	1,651
45,8409	1,758
45,8809	1,854
45,9209	1,940
45,9609	2,012
46,0009	2,072
46,0409	2,114
46,0809	2,143
46,1209	2,154
46,1609	2,147
46,2009	2,127
46,2409	2,091
46,2809	2,042
46,3209	1,978
46,3609	1,902
46,4009	1,816
46,4409	1,718
46,4809	1,612
46,5209	1,495
46,5609	1,376
46,6009	1,250
46,6409	1,122
46,6809	0,993
46,7209	0,864
46,7609	0,738
46,8009	0,616
46,8409	0,500
46,8809	0,390
46,9209	0,289
46,9609	0,198
47,0009	0,116
47,0409	0,047
47,0809	-0,013
47,1209	-0,061
47,1609	-0,099
47,2009	-0,126
47,2409	-0,145
47,2809	-0,156
47,3209	-0,157
47,3609	-0,154
47,4009	-0,146
47,4409	-0,135
47,4809	-0,124
47,5209	-0,115
47,5609	-0,110
47,6009	-0,108
47,6409	-0,108
47,6809	-0,112
47,7209	-0,115
47,7609	-0,118
47,8009	-0,123
47,8409	-0,126
47,8809	-0,129
47,9209	-0,129
47,9609	-0,127
48,0009	-0,123
48,0409	-0,116
48,0809	-0,105
48,1209	-0,094
48,1609	-0,083
48,2009	-0,074
48,2409	-0,061
48,2809	-0,046
48,3209	-0,022
48,3609	0,009
48,4009	0,052
48,4409	0,105
48,4809	0,173
48,5209	0,253
48,5609	0,344
48,6009	0,449
48,6409	0,562
48,6809	0,686
48,7209	0,817
48,7609	0,953
48,8009	1,092
48,8409	1,233
48,8809	1,371
48,9209	1,508
48,9609	1,638
49,0009	1,761
49,0409	1,872
49,0809	1,973
49,1209	2,059
49,1609	2,128
49,2009	2,182
49,2409	2,218
49,2809	2,234
49,3209	2,231
49,3609	2,210
49,4009	2,172
49,4409	2,119
49,4809	2,053
49,5209	1,973
49,5609	1,879
49,6009	1,775
49,6409	1,659
49,6809	1,536
49,7209	1,407
49,7609	1,274
49,8009	1,137
49,8409	1,001
49,8809	0,866
49,9209	0,734
49,9609	0,606
50,0009	0,487
50,0409	0,375
50,0809	0,273
50,1209	0,184
50,1609	0,105
50,2009	0,038
50,2409	-0,016
50,2809	-0,058
50,3209	-0,090
50,3609	-0,110
50,4009	-0,121
50,4409	-0,124
50,4809	-0,119
50,5209	-0,110
50,5609	-0,099
50,6009	-0,088
50,6409	-0,082
50,6809	-0,080
50,7209	-0,082
50,7609	-0,085
50,8009	-0,090
50,8409	-0,094
50,8809	-0,101
50,9209	-0,105
50,9609	-0,112
51,0009	-0,115
51,0409	-0,118
51,0809	-0,118
51,1209	-0,118
51,1609	-0,115
51,2009	-0,108
51,2409	-0,099
51,2809	-0,086
51,3209	-0,071
51,3609	-0,052
51,4009	-0,027
51,4409	0,005
51,4809	0,042
51,5209	0,086
51,5609	0,140
51,6009	0,203
51,6409	0,275
51,6809	0,357
51,7209	0,448
51,7609	0,547
51,8009	0,652
51,8409	0,763
51,8809	0,881
51,9209	1,001
51,9609	1,123
52,0009	1,246
52,0409	1,368
52,0809	1,486
52,1209	1,601
52,1609	1,709
52,2009	1,810
52,2409	1,899
52,2809	1,979
52,3209	2,045
52,3609	2,097
52,4009	2,135
52,4409	2,157
52,4809	2,161
52,5209	2,149
52,5609	2,122
52,6009	2,080
52,6409	2,023
52,6809	1,953
52,7209	1,869
52,7609	1,773
52,8009	1,668
52,8409	1,552
52,8809	1,429
52,9209	1,301
52,9609	1,167
53,0009	1,034
53,0409	0,898
53,0809	0,763
53,1209	0,633
53,1609	0,509
53,2009	0,391
53,2409	0,283
53,2809	0,182
53,3209	0,094
53,3609	0,017
53,4009	-0,047
53,4409	-0,101
53,4809	-0,141
53,5209	-0,171
53,5609	-0,188
53,6009	-0,198
53,6409	-0,198
53,6809	-0,192
53,7209	-0,181
53,7609	-0,167
53,8009	-0,152
53,8409	-0,138
53,8809	-0,129
53,9209	-0,123
53,9609	-0,123
54,0009	-0,124
54,0409	-0,126
54,0809	-0,127
54,1209	-0,129
54,1609	-0,130
54,2009	-0,130
54,2409	-0,129
54,2809	-0,126
54,3209	-0,121
54,3609	-0,115
54,4009	-0,107
54,4409	-0,097
54,4809	-0,086
54,5209	-0,074
54,5609	-0,058
54,6009	-0,038
54,6409	-0,011
54,6809	0,027
54,7209	0,074
54,7609	0,134
54,8009	0,206
54,8409	0,289
54,8809	0,385
54,9209	0,492
54,9609	0,608
55,0009	0,732
55,0409	0,862
55,0809	0,997
55,1209	1,134
55,1609	1,272
55,2009	1,409
55,2409	1,543
55,2809	1,668
55,3209	1,788
55,3609	1,894
55,4009	1,990
55,4409	2,072
55,4809	2,138
55,5209	2,187
55,5609	2,218
55,6009	2,227
55,6409	2,221
55,6809	2,196
55,7209	2,155
55,7609	2,100
55,8009	2,034
55,8409	1,956
55,8809	1,863
55,9209	1,759
55,9609	1,645
56,0009	1,521
56,0409	1,389
56,0809	1,253
56,1209	1,114
56,1609	0,974
56,2009	0,836
56,2409	0,699
56,2809	0,567
56,3209	0,443
56,3609	0,327
56,4009	0,221
56,4409	0,127
56,4809	0,044
56,5209	-0,025
56,5609	-0,082
56,6009	-0,127
56,6409	-0,159
56,6809	-0,179
56,7209	-0,188
56,7609	-0,188
56,8009	-0,181
56,8409	-0,170
56,8809	-0,157
56,9209	-0,146
56,9609	-0,140
57,0009	-0,137
57,0409	-0,137
57,0809	-0,137
57,1209	-0,138
57,1609	-0,138
57,2009	-0,140
57,2409	-0,140
57,2809	-0,140
57,3209	-0,140
57,3609	-0,138
57,4009	-0,137
57,4409	-0,135
57,4809	-0,135
57,5209	-0,134
57,5609	-0,132
57,6009	-0,129
57,6409	-0,124
57,6809	-0,113
57,7209	-0,097
57,7609	-0,074
57,8009	-0,039
57,8409	0,008
57,8809	0,066
57,9209	0,137
57,9609	0,220
58,0009	0,314
58,0409	0,423
58,0809	0,539
58,1209	0,666
58,1609	0,800
58,2009	0,939
58,2409	1,081
58,2809	1,224
58,3209	1,365
58,3609	1,502
58,4009	1,634
58,4409	1,758
58,4809	1,871
58,5209	1,971
58,5609	2,059
58,6009	2,130
58,6409	2,185
58,6809	2,220
58,7209	2,237
58,7609	2,234
58,8009	2,213
58,8409	2,177
58,8809	2,124
58,9209	2,056
58,9609	1,974
59,0009	1,879
59,0409	1,772
59,0809	1,656
59,1209	1,530
59,1609	1,398
59,2009	1,261
59,2409	1,123
59,2809	0,983
59,3209	0,847
59,3609	0,712
